,weir_N3,weir_N2,weir_N1,weir_C,orifice_S
2016-04-22 00:00:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 00:05:00,1.0,0.3340450366577497,0.13064186902828367,0.48073873593342126,0.0
2016-04-22 00:10:00,1.0,0.33450432819455295,0.13110116056508697,0.4811980274702245,0.0
2016-04-22 00:15:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 00:20:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 00:25:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 00:30:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 00:35:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 00:40:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 00:45:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 00:50:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 00:55:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:00:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:05:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:10:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:15:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:20:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:25:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:30:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:35:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:40:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:45:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:50:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 01:55:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:00:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:05:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:10:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:15:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:20:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:25:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:30:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:35:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:40:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:45:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:50:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 02:55:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:00:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:05:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:10:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:15:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:20:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:25:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:30:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:35:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:40:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:45:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:50:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 03:55:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 04:00:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 04:05:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 04:10:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 04:15:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 04:20:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 04:25:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 04:30:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
2016-04-22 04:35:00,1.0,0.33451499623336245,0.13111182860389645,0.481208695509034,0.0
