,"('basin_C', 'depthN')","('basin_S', 'depthN')","('basin_N1', 'depthN')","('basin_N2', 'depthN')","('basin_N3', 'depthN')","('basin_N4', 'depthN')"
2016-04-22 00:00:00,3.3726586153797435,0.7,5.298975203338073,4.538543797610393,5.42,6.348455919393946
2016-04-22 00:05:00,3.370566425073077,0.7,5.298923908964826,4.538219631902107,5.42,6.338887068043797
2016-04-22 00:10:00,3.370600006116619,0.7,5.298938450283165,4.538205031938681,5.42,6.2799904282569665
2016-04-22 00:15:00,3.370481323194002,0.7,5.298910281976323,4.538208550182523,5.42,6.357702282664418
2016-04-22 00:20:00,3.3704332471456575,0.7,5.298911176452263,4.538202556394273,5.42,6.296317303732583
2016-04-22 00:25:00,3.3704346916649346,0.7,5.298919739636355,4.5382159816409295,5.42,6.345821558093843
2016-04-22 00:30:00,3.370416318635602,0.7,5.298916860210755,4.538208200351725,5.42,6.315314479909515
2016-04-22 00:35:00,3.370332860502814,0.7,5.29890801458818,4.538211749929968,5.42,6.317677592601974
2016-04-22 00:40:00,3.370377179746903,0.7,5.298916205635461,4.538212575325845,5.42,6.334060006595564
2016-04-22 00:45:00,3.370406272792606,0.7,5.298917257908423,4.538214812267097,5.42,6.298319458914842
2016-04-22 00:50:00,3.3703547027310217,0.7,5.2989157083487,4.5382086102087165,5.42,6.353847857587036
2016-04-22 00:55:00,3.3703951078872145,0.7,5.298914020953495,4.538211836796421,5.42,6.300318036561884
2016-04-22 01:00:00,3.370451548392524,0.7,5.2989187514816605,4.538210999716985,5.42,6.343021226944106
2016-04-22 01:05:00,3.3704135571774207,0.7,5.298915633099884,4.5382092383794,5.42,6.312027113976732
2016-04-22 01:10:00,3.3704016265191656,0.7,5.298914627439725,4.538208610297063,5.42,6.3153338415501015
2016-04-22 01:15:00,3.370458497581971,0.7,5.298913726633237,4.538212021890531,5.42,6.337647607784383
2016-04-22 01:20:00,3.370407054653343,0.7,5.29891649709157,4.538210727680167,5.42,6.304873357764913
2016-04-22 01:25:00,3.370399662037149,0.7,5.29891606100274,4.538213422084859,5.42,6.338949132625968
2016-04-22 01:30:00,3.3703799330994673,0.7,5.298912730200851,4.538209174399736,5.42,6.301205416886106
2016-04-22 01:35:00,3.3704032684796226,0.7,5.298915616117182,4.538212216531842,5.42,6.330997241188099
2016-04-22 01:40:00,3.370355355835782,0.7,5.298917475522642,4.538210379626417,5.42,6.315398393395599
2016-04-22 01:45:00,3.3704027463964814,0.7,5.298914700421362,4.538210562026707,5.42,6.319088117377857
2016-04-22 01:50:00,3.370405041251496,0.7,5.298914735504852,4.538209027211185,5.42,6.332823897817407
2016-04-22 01:55:00,3.3704113794161126,0.7,5.298916980589983,4.538212025760739,5.42,6.30136540613123
2016-04-22 02:00:00,3.3704051158503816,0.7,5.298915578484984,4.538210148067195,5.42,6.335625371467371
2016-04-22 02:05:00,3.3704432930371664,0.7,5.298913510848941,4.538210984187438,5.42,6.302855359671614
2016-04-22 02:10:00,3.3704042469301854,0.7,5.2989158101028995,4.53821147733742,5.42,6.330863807164264
2016-04-22 02:15:00,3.3704034774763834,0.7,5.298916022229239,4.538212229575538,5.42,6.320091615967205
2016-04-22 02:20:00,3.370404197899485,0.7,5.298914781786431,4.538210142504229,5.42,6.314820166635272
2016-04-22 02:25:00,3.3704018115726746,0.7,5.2989150823534015,4.5382111857238865,5.42,6.329009857674988
2016-04-22 02:30:00,3.370401238729209,0.7,5.298915529572239,4.538209410880144,5.42,6.307934222185124
2016-04-22 02:35:00,3.370372350041886,0.7,5.298916632681776,4.538211929868623,5.42,6.336864310834037
2016-04-22 02:40:00,3.370402539994335,0.7,5.298914980203581,4.538209934008895,5.42,6.310617808608688
2016-04-22 02:45:00,3.370396294366352,0.7,5.298915392522641,4.538211306920037,5.42,6.329387521825574
