,"('basin_C', 'depthN')","('basin_S', 'depthN')","('basin_N1', 'depthN')","('basin_N2', 'depthN')","('basin_N3', 'depthN')","('basin_N4', 'depthN')"
2016-04-22 00:00:00,3.3724190792055877,0.7,5.298982470616369,4.538517792300266,5.42,6.348434747699419
2016-04-22 00:05:00,3.3703617493156734,0.7,5.298934658970515,4.538186565539253,5.42,6.338766536776255
2016-04-22 00:10:00,3.370409712833266,0.7,5.298950590138443,4.538176079970469,5.42,6.279905661831076
2016-04-22 00:15:00,3.3702659395215973,0.7,5.2989223147376965,4.538185723973494,5.42,6.357596843388117
2016-04-22 00:20:00,3.3702240920392947,0.7,5.298922925194178,4.5381852280032895,5.42,6.29620845883847
2016-04-22 00:25:00,3.3702394719449917,0.7,5.298930892854974,4.538204174445551,5.42,6.345740449147521
2016-04-22 00:30:00,3.370205421377257,0.7,5.298928838620851,4.538201576573953,5.42,6.315196873207091
2016-04-22 00:35:00,3.3701242000793448,0.7,5.298919965671387,4.538211029453743,5.42,6.317602777948381
2016-04-22 00:40:00,3.3701726908148997,0.7,5.298927868563448,4.53821690901147,5.42,6.3339427411468865
2016-04-22 00:45:00,3.370197532657781,0.7,5.298929011826941,4.538225537157395,5.42,6.298227262489529
2016-04-22 00:50:00,3.370143861488547,0.7,5.298927864344842,4.538224664259946,5.42,6.35374645316402
2016-04-22 00:55:00,3.3701895103031476,0.7,5.298925780942107,4.5382336098886515,5.42,6.300212471036389
2016-04-22 01:00:00,3.3702424265913207,0.7,5.29893035709398,4.53823796797711,5.42,6.342936966881435
2016-04-22 01:05:00,3.3702055649215694,0.7,5.2989275306415,4.538241953203678,5.42,6.311911201000127
2016-04-22 01:10:00,3.370195327710136,0.7,5.298926502348183,4.538247194511689,5.42,6.315252019158331
2016-04-22 01:15:00,3.3702515444153245,0.7,5.298925336664302,4.538256237186435,5.42,6.337527235166804
2016-04-22 01:20:00,3.3701991520498766,0.7,5.298928304769548,4.53826022260142,5.42,6.304783955081016
2016-04-22 01:25:00,3.370192773623819,0.7,5.298927918062914,4.5382691263057655,5.42,6.3388522165614845
2016-04-22 01:30:00,3.3701733399427365,0.7,5.298924604273338,4.538270346020539,5.42,6.301093074616531
2016-04-22 01:35:00,3.37019547287847,0.7,5.298927363890878,4.538278945383,5.42,6.330911828882205
2016-04-22 01:40:00,3.3701485707184506,0.7,5.2989293730023,4.538282444750211,5.42,6.315274914044028
2016-04-22 01:45:00,3.370195350672848,0.7,5.298926532381865,4.5382882657319294,5.42,6.319006714875437
2016-04-22 01:50:00,3.370197490565542,0.7,5.298926525303823,4.538292702672854,5.42,6.3327115867540975
2016-04-22 01:55:00,3.370204097592524,0.7,5.298928689814028,4.538301239014272,5.42,6.301274737057
2016-04-22 02:00:00,3.3701979324212674,0.7,5.298927433995283,4.538304733697906,5.42,6.335525409031008
