,weir_N3,weir_N2,weir_N1,weir_C,orifice_S
2016-04-22 00:00:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 00:05:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 00:10:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 00:15:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 00:20:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 00:25:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 00:30:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 00:35:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 00:40:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 00:45:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 00:50:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 00:55:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:00:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:05:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:10:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:15:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:20:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:25:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:30:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:35:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:40:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:45:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:50:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 01:55:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 02:00:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 02:05:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 02:10:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 02:15:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 02:20:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 02:25:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 02:30:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 02:35:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 02:40:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 02:45:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
2016-04-22 02:50:00,1.0,0.29153372413757966,0.1,0.460748747282887,0.0
