,"('basin_C', 'depthN')","('basin_S', 'depthN')","('basin_N1', 'depthN')","('basin_N2', 'depthN')","('basin_N3', 'depthN')","('basin_N4', 'depthN')"
2016-04-22 00:00:00,3.3724190792055877,0.7,5.298982470616369,4.538517792300266,5.42,6.348434747699419
2016-04-22 00:05:00,3.3703677645975203,0.7,5.298934658970515,4.538185680435396,5.42,6.338766536776255
2016-04-22 00:10:00,3.3704158690329926,0.7,5.298950590138443,4.538171329495455,5.42,6.279905661831076
2016-04-22 00:15:00,3.3702935529045233,0.7,5.298922699808141,4.5381773234847955,5.42,6.35749615357218
2016-04-22 00:20:00,3.370214339860504,0.7,5.298923318624558,4.538175284395527,5.42,6.29587652736901
2016-04-22 00:25:00,3.370301129013679,0.7,5.29892886276417,4.538193617702699,5.42,6.345333645710873
2016-04-22 00:30:00,3.3702266946750727,0.7,5.298929133251065,4.538189317065003,5.42,6.314526569666738
2016-04-22 00:35:00,3.3701155055588345,0.7,5.298921258821071,4.538198138804843,5.42,6.317029659758027
2016-04-22 00:40:00,3.370226707014008,0.7,5.298927169901273,4.5381996471699635,5.42,6.333150502965107
2016-04-22 00:45:00,3.370220591125746,0.7,5.298928360843638,4.5382077864967645,5.42,6.297415020808345
2016-04-22 00:50:00,3.3701519666758943,0.7,5.298930182540589,4.5382053446740915,5.42,6.352808604372778
2016-04-22 00:55:00,3.3702344995020566,0.7,5.298925859805259,4.538214597924098,5.42,6.299142063764767
2016-04-22 01:00:00,3.370263447747508,0.7,5.2989279067152655,4.538215899327245,5.42,6.341976505388205
2016-04-22 01:05:00,3.370231555455207,0.7,5.298928101723474,4.538218215012157,5.42,6.31069114652451
2016-04-22 01:10:00,3.3702328233693812,0.7,5.298927328136218,4.538220827798127,5.42,6.314224985670883
2016-04-22 01:15:00,3.3702782245805754,0.7,5.298924094521128,4.538229919624494,5.42,6.336110432127988
2016-04-22 01:20:00,3.37022705482079,0.7,5.298927774895393,4.538231587669175,5.42,6.303584575922156
2016-04-22 01:25:00,3.3702261288586923,0.7,5.298928052680514,4.538240235529797,5.42,6.337533860519704
2016-04-22 01:30:00,3.3702035560549986,0.7,5.2989268603430135,4.538240480341891,5.42,6.299541442638022
2016-04-22 01:35:00,3.3702244883486565,0.7,5.298926581700633,4.538248101159093,5.42,6.329640291038315
2016-04-22 01:40:00,3.3701821647385164,0.7,5.29892911329327,4.538247242389534,5.42,6.313545750597543
2016-04-22 01:45:00,3.3702273979539554,0.7,5.298927302285739,4.538253455387689,5.42,6.317733673533711
2016-04-22 01:50:00,3.370227959487174,0.7,5.2989268602551105,4.538255915330609,5.42,6.331014112317374
2016-04-22 01:55:00,3.3702378763730083,0.7,5.298926155864917,4.5382638961684485,5.42,6.299813705559993
2016-04-22 02:00:00,3.3702307914065166,0.7,5.298927758617345,4.5382655115199455,5.42,6.333912019361129
2016-04-22 02:05:00,3.370266539435198,0.7,5.298926900157664,4.538271699208812,5.42,6.300979360442356
2016-04-22 02:10:00,3.3702290127378887,0.7,5.298926854835232,4.538272725422557,5.42,6.329312735357981
2016-04-22 02:15:00,3.370228952655586,0.7,5.298927179380773,4.53827936137123,5.42,6.318011513606697
2016-04-22 02:20:00,3.3702269154443267,0.7,5.298928635261623,4.538280419912168,5.42,6.3134115983061
2016-04-22 02:25:00,3.3702264668560344,0.7,5.298926910799171,4.538283918001167,5.42,6.326975944744817
2016-04-22 02:30:00,3.3702264567733287,0.7,5.298926825590227,4.53828363585662,5.42,6.306166224738952
2016-04-22 02:35:00,3.3701972622644725,0.7,5.298927653703678,4.538290036369832,5.42,6.335114945378487
2016-04-22 02:40:00,3.370227471022042,0.7,5.298927480133792,4.5382922774629035,5.42,6.308574342860236
2016-04-22 02:45:00,3.370223476010163,0.7,5.298926188987917,4.538299114432823,5.42,6.327862316391328
2016-04-22 02:50:00,3.370229958873548,0.7,5.298927225144798,4.538301876378762,5.42,6.315801243244633
2016-04-22 02:55:00,3.370229989360447,0.7,5.298927497559214,4.53830787256592,5.42,6.313000846635942
2016-04-22 03:00:00,3.370254997864064,0.7,5.298927538729154,4.538307189796021,5.42,6.3302792627873465
2016-04-22 03:05:00,3.3702298205791825,0.7,5.298926934872506,4.538310855251653,5.42,6.308140632042662
2016-04-22 03:10:00,3.3702381780718027,0.7,5.298927668395752,4.5383131507729715,5.42,6.333031893915906
2016-04-22 03:15:00,3.3702278135434205,0.7,5.298927391561057,4.538319165612298,5.42,6.308820377071796
2016-04-22 03:20:00,3.370227752932081,0.7,5.298927192761246,4.538322694742978,5.42,6.322516321963144
2016-04-22 03:25:00,3.3702072023609215,0.7,5.2989264903465205,4.5383290007022445,5.42,6.3180728715905605
2016-04-22 03:30:00,3.3702275881448736,0.7,5.298927418088181,4.5383318482376405,5.42,6.315131097505952
2016-04-22 03:35:00,3.370227681538213,0.7,5.298927454922586,4.538338296611743,5.42,6.327110645440952
2016-04-22 03:40:00,3.3702183073765815,0.7,5.298926902411491,4.538341935685119,5.42,6.305480133019431
2016-04-22 03:45:00,3.370229493353746,0.7,5.298927079632813,4.5383469940269485,5.42,6.327514856245297
2016-04-22 03:50:00,3.37024591047593,0.7,5.298927906819428,4.538346741149443,5.42,6.308235818139627
2016-04-22 03:55:00,3.3702300929745492,0.7,5.298927176345723,4.538349814231123,5.42,6.323322237257661
2016-04-22 04:00:00,3.3702300512616787,0.7,5.298927061772797,4.538353197895209,5.42,6.319965405352086
2016-04-22 04:05:00,3.3702418601418564,0.7,5.298927104687003,4.538358756212586,5.42,6.312006965402761
2016-04-22 04:10:00,3.3702286723670354,0.7,5.29892740841507,4.5383620610832,5.42,6.325223308029147
2016-04-22 04:15:00,3.3702161802347383,0.7,5.29892690472957,4.538368041400471,5.42,6.30714324421475
2016-04-22 04:20:00,3.37022781880953,0.7,5.2989271437531285,4.538371309250971,5.42,6.326675756411046
2016-04-22 04:25:00,3.3702278830454633,0.7,5.298927266279397,4.538377533575714,5.42,6.3126909911818085
2016-04-22 04:30:00,3.370214687234797,0.7,5.298927648045515,4.538381191265328,5.42,6.322048247344418
