,"('J1', 'depthN')","('J2', 'depthN')","('J3', 'depthN')","('J4', 'depthN')","('J5a', 'depthN')","('JC5', 'depthN')","('JC4c', 'depthN')","('R1', 'depthN')","('R2', 'depthN')","('R3', 'depthN')","('R4', 'depthN')","('R5', 'depthN')","('JC1b', 'depthN')","('JC2', 'depthN')","('JC3a', 'depthN')","('JC4c', 'depthN')","('JC5', 'depthN')","('C1a', 'depthL')","('C1b', 'depthL')","('C2', 'depthL')","('C3a', 'depthL')","('C3b', 'depthL')","('C4a', 'depthL')","('C4b', 'depthL')","('C4c', 'depthL')","('C5a', 'depthL')","('C5b', 'depthL')","('I5', 'flow')"
2007-01-01 00:00:00,0.04579127913340882,0.06899737668684054,0.06062525444939554,0.05267145462120968,0.06975072915337083,0.005802107102173208,0.0,0.002258734895036376,0.014612998657011706,0.03771326442841529,0.009479661175137464,0.0037819973596724425,0.0,0.0,0.0,0.0,0.005802107102173208,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0029624949119957454,0.0031486397633973687,0.0014614039666306367
2007-01-01 00:05:00,0.16002239868604326,0.16748492100717277,0.13856147840481994,0.1633097565909049,0.1525221411154553,0.04647547027488023,0.0,0.02101134736444668,0.0471128906246629,0.19253827667845488,0.04830635186575945,0.032727840038461804,0.0,0.0,0.0,0.0,0.04647547027488023,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.023299639988307537,0.028309998129316227,0.14807194009579772
2007-01-01 00:10:00,0.21668868316201198,0.22798930365974893,0.1881260319555435,0.23109865874856003,0.20741619155324684,0.09612193495364887,0.0,0.04489078634444496,0.07318193613401618,0.2837589700398241,0.08052259287165556,0.06059182121907571,0.0,0.0,0.0,0.0,0.09612193495364887,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0481286027396789,0.06954275169459834,0.7334741192430843
2007-01-01 00:15:00,0.3840612747355052,0.40396925614281093,0.34017927329973185,0.40681090552164034,0.37478509261680115,0.17478943051753554,0.0,0.09414161676355856,0.16343458612729,0.5737005402677062,0.1772703393536783,0.13396910191564845,0.0,0.0,0.0,0.0,0.17478943051753554,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.08746990260398324,0.1684882378444854,2.434690115991066
2007-01-01 00:20:00,0.5153056893780587,0.5247358685818283,0.4334530086614669,0.5706312386487677,0.4929128188892813,0.255232998312268,0.0,0.18965563024655158,0.23594745371583387,1.0490092276628507,0.2973534127422898,0.23713937356843756,0.0,0.0,0.0,0.0,0.255232998312268,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.12767224955795317,0.2549194013427041,7.292923603527252
2007-01-01 00:25:00,0.6966168433840789,0.7233110497142312,0.5887202790309848,0.7884135296048466,0.686578301190883,0.34455254469092084,0.0,0.3820725423921468,0.3495122212477911,2.9874708039128075,0.43446970140939467,0.34638632359260174,0.0,0.0,0.0,0.0,0.34455254469092084,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.17233863039972566,0.343622239981778,11.962341384184906
2007-01-01 00:30:00,0.9609937665059035,2.3613396669247857,1.9363212234298919,1.1173752277630375,1.0421075977108378,0.47273098844694833,2.9896553797344306e-05,1.570909602442006,2.0801957871796297,7.875746577948142,1.1850332950823508,0.5325779624213314,0.0,0.024970998016284007,4.298114473926097,2.9896553797344306e-05,0.47273098844694833,0.0001,0.0001,0.012383912682303527,0.12635590158551058,0.38790166040377644,0.1739761360489132,0.0637527020360645,0.0038488178384895946,0.23648515733240547,0.4701939111197362,19.666476935661063
2007-01-01 00:35:00,2.531128003099503,2.0581288504255646,1.820953309968512,1.0178881495633152,0.8665127537308125,0.4701536191841197,0.08943151923680662,3.9560161543218144,2.7847599035654356,8.13870096729363,3.6957835503527674,0.6151552712271193,0.0,0.21512315504330415,5.571687081562967,0.08943151923680662,0.4701536191841197,0.0001,0.0001,0.10774611442674431,0.3838513705533842,0.5620658236756754,0.6042749812782858,0.5814577138636196,0.29800683811054113,0.27967601009286225,0.46939225054074996,20.468339017651413
2007-01-01 00:40:00,3.585926990159364,0.5945056251654798,0.49205655457990494,0.6833088019496529,0.5854873373679563,0.5336164852514069,0.45719686521060554,5.064074895001012,0.5071082982310294,6.480200304580758,3.8642838350751836,0.3554847468033101,0.0,0.10678798976986245,5.2602801942921555,0.45719686521060554,0.5336164852514069,0.0001,0.0001,0.05344329643757082,0.22927568585191693,0.3060146385421831,0.3665991419951752,0.5759322321802756,0.6138257375711873,0.49540565453144153,0.530997110516455,14.180658294558516
2007-01-01 00:45:00,4.017092021366389,0.47241723362475885,0.3817837533825146,0.5252530235480746,0.44931226753601095,0.5399715974416816,0.4777353123257676,5.506969481576434,0.20992357027875208,6.1018233558966015,2.6774184646341803,0.25475203971579424,0.0,0.061495513283798466,5.071381124800071,0.4777353123257676,0.5399715974416816,0.0001,0.0001,0.030797468441404637,0.12059004113571063,0.12553085090012245,0.18314123562859094,0.33865881700767203,0.4842330382074579,0.5088507408946498,0.5399749183375206,11.929295896178061
