,1,2
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,0.0,0.0
2018-02-25 01:05:00,2.6369890681508556e-05,0.0
2018-02-25 01:10:00,6.20660317540623e-05,2.965996784147674e-07
2018-02-25 01:15:00,0.00038857461995136876,3.1085474956710563e-06
2018-02-25 01:20:00,0.0010732751137982706,1.3329946273514753e-05
2018-02-25 01:25:00,0.002544334205780997,5.017479616700753e-05
2018-02-25 01:30:00,0.004394791603468289,0.00013684900290192445
2018-02-25 01:35:00,0.00686106679452951,0.00032104317070780566
2018-02-25 01:40:00,0.009483105263908399,0.0006172542592775887
2018-02-25 01:45:00,0.012412146422459223,0.0010435751040421787
2018-02-25 01:50:00,0.016121462953480995,0.0017825099624954193
2018-02-25 01:55:00,0.02017597901864216,0.0028559065164082144
2018-02-25 02:00:00,0.024017491869862923,0.0041090999266282435
2018-02-25 02:05:00,0.029039524562912575,0.0057867919293359445
2018-02-25 02:10:00,0.03667618599538134,0.008652927105975204
2018-02-25 02:15:00,0.04481486251147471,0.012266103250367914
2018-02-25 02:20:00,0.05354853106870855,0.01670347589530924
2018-02-25 02:25:00,0.0633744708419057,0.022690061869482903
2018-02-25 02:30:00,0.07229469559417595,0.02899035417628355
2018-02-25 02:35:00,0.081803147696492,0.03667864918037471
2018-02-25 02:40:00,0.09047332657889573,0.044762785325877186
2018-02-25 02:45:00,0.09863505687903688,0.05296952967376125
2018-02-25 02:50:00,0.10702593755390741,0.06215949714695708
2018-02-25 02:55:00,0.11484766645996995,0.07155353204176673
2018-02-25 03:00:00,0.1217728657864445,0.08002583777532235
