,"('P1', 'depthN')","('P2', 'depthN')"
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,1.229228902261534e-05,1.229228902261534e-05
2018-02-25 01:05:00,0.00011971860886992431,0.00012029357866975848
2018-02-25 01:10:00,0.0006082691796964599,0.0006214428390297386
2018-02-25 01:15:00,0.001633597745602665,0.001716044372465136
2018-02-25 01:20:00,0.0030237523881178653,0.0032986043824599393
2018-02-25 01:25:00,0.005190201326047289,0.0060153200238843895
2018-02-25 01:30:00,0.007786414506282831,0.009682290967773953
2018-02-25 01:35:00,0.010638621815752121,0.014373188761680665
2018-02-25 01:40:00,0.013367834734045847,0.01954950920525445
2018-02-25 01:45:00,0.016268642387209157,0.025823073780984213
2018-02-25 01:50:00,0.019403855542094568,0.033247977686712823
2018-02-25 01:55:00,0.022339861262011786,0.040975734344227174
2018-02-25 02:00:00,0.025820692651899752,0.05062525057038498
2018-02-25 02:05:00,0.030128955048161588,0.06168680759381913
2018-02-25 02:10:00,0.034998277797654485,0.07398471507651194
2018-02-25 02:15:00,0.04061970304869607,0.0887470560384199
2018-02-25 02:20:00,0.04616884286802658,0.10421576535727664
2018-02-25 02:25:00,0.05166302297339841,0.12071121402526531
2018-02-25 02:30:00,0.057557049867584774,0.13981417391237633
2018-02-25 02:35:00,0.06288843870786952,0.15842155263439903
2018-02-25 02:40:00,0.06764624155489825,0.17625020022409243
2018-02-25 02:45:00,0.0723901593800052,0.1950277852099649
2018-02-25 02:50:00,0.07633645259506835,0.2114644028870861
2018-02-25 02:55:00,0.07994793156392405,0.2272003694988664
2018-02-25 03:00:00,0.08391004722556998,0.24408931894711663
