,"('P1', 'depthN')","('P2', 'depthN')"
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,1.229228902261534e-05,1.229228902261534e-05
2018-02-25 01:05:00,0.00011971860886992431,0.00012029357866975848
2018-02-25 01:10:00,0.0006082691796964599,0.0006214428390297386
2018-02-25 01:15:00,0.001633597745602665,0.001716044372465136
2018-02-25 01:20:00,0.0030237523881178653,0.0032985912091381183
2018-02-25 01:25:00,0.005190201326047289,0.006015273522155356
2018-02-25 01:30:00,0.007786414506282831,0.00968219877447427
2018-02-25 01:35:00,0.010638619450190215,0.01437301426037701
2018-02-25 01:40:00,0.01371680527236541,0.02031465690494573
2018-02-25 01:45:00,0.016467261262181575,0.026579901998225134
2018-02-25 01:50:00,0.01893665257168732,0.03311089733630301
2018-02-25 01:55:00,0.021446305247305696,0.040811718774787696
2018-02-25 02:00:00,0.024409356802565285,0.0507486678821371
2018-02-25 02:05:00,0.027959429355037944,0.06161207393699552
2018-02-25 02:10:00,0.03207196589109348,0.07369405459346219
2018-02-25 02:15:00,0.036971495602464044,0.08825375980320896
2018-02-25 02:20:00,0.04189835570465991,0.10356672226971156
2018-02-25 02:25:00,0.04746041331434695,0.1220765254482333
2018-02-25 02:30:00,0.05278907223723084,0.14107101815732842
2018-02-25 02:35:00,0.05758675371090007,0.15953926172463595
2018-02-25 02:40:00,0.06194479167138103,0.17729582238668906
2018-02-25 02:45:00,0.06585706950515577,0.19413293809601226
2018-02-25 02:50:00,0.06963095471341535,0.2110880815178261
2018-02-25 02:55:00,0.07340423623517837,0.22886015881610322
2018-02-25 03:00:00,0.07713350309725793,0.245695189184853
