,1,2
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,0.0,0.0
2018-02-25 01:05:00,2.5918348392892526e-05,0.0
2018-02-25 01:10:00,6.123106501280674e-05,2.6211310790498266e-07
2018-02-25 01:15:00,0.0003882416916245026,3.084157408805142e-06
2018-02-25 01:20:00,0.0010074633742165266,1.327566433017895e-05
2018-02-25 01:25:00,0.0025265898958988626,5.182839581836391e-05
2018-02-25 01:30:00,0.004009037097657615,0.00013201259775348512
2018-02-25 01:35:00,0.006681268709024896,0.00031078885569214674
2018-02-25 01:40:00,0.011602578040676907,0.0006099743690534193
2018-02-25 01:45:00,0.015421498669345118,0.0010716349783828423
2018-02-25 01:50:00,0.014862822997685423,0.0017756971488100907
2018-02-25 01:55:00,0.02384912353194998,0.0026839630676779736
2018-02-25 02:00:00,0.023107861986335264,0.004055881705590509
2018-02-25 02:05:00,0.02897267601521238,0.005884619092674385
2018-02-25 02:10:00,0.037355398197731274,0.008691855932276196
2018-02-25 02:15:00,0.04653703401699749,0.01230391110247317
2018-02-25 02:20:00,0.059499922671399585,0.0168576127895558
2018-02-25 02:25:00,0.06389250001267638,0.022889986774885608
2018-02-25 02:30:00,0.07180266044631617,0.02928660705069452
2018-02-25 02:35:00,0.09767812323073632,0.036841623923928285
2018-02-25 02:40:00,0.09613637287022786,0.04472743533635902
2018-02-25 02:45:00,0.09646121415980866,0.052776256800665146
2018-02-25 02:50:00,0.10863303743302313,0.06240337692144056
2018-02-25 02:55:00,0.11176378416045343,0.07211517654209536
2018-02-25 03:00:00,0.12110995100078042,0.08028552005151855
