,1,2
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,0.0,0.0
2018-02-25 01:05:00,2.6369890681508556e-05,0.0
2018-02-25 01:10:00,6.20660317540623e-05,2.965996784147674e-07
2018-02-25 01:15:00,0.00038857461995136876,3.1085474956710563e-06
2018-02-25 01:20:00,0.0010732756807616593,1.3370079154499323e-05
2018-02-25 01:25:00,0.0025443615907534836,5.1782201261049696e-05
2018-02-25 01:30:00,0.0047761548072581565,0.00014477169557289968
2018-02-25 01:35:00,0.007753163369516413,0.0003427136943766107
2018-02-25 01:40:00,0.01146001992264709,0.0007144083784083614
2018-02-25 01:45:00,0.015165633243973464,0.0012538102199483633
2018-02-25 01:50:00,0.018778097717116582,0.00197341744812482
2018-02-25 01:55:00,0.022708898246651114,0.0030277407903918393
2018-02-25 02:00:00,0.02755310641936008,0.0046721516195449226
2018-02-25 02:05:00,0.03367585911651094,0.006822363599717139
2018-02-25 02:10:00,0.04100239674650756,0.009652320292891285
2018-02-25 02:15:00,0.049813418136996176,0.013649046495794001
2018-02-25 02:20:00,0.059352188506863565,0.01884084553118446
2018-02-25 02:25:00,0.06985006418031511,0.02582291909875824
2018-02-25 02:30:00,0.07963911602447711,0.03359864099351059
2018-02-25 02:35:00,0.08858275177066843,0.04197288559151917
2018-02-25 02:40:00,0.09681831206843382,0.05062258210323599
2018-02-25 02:45:00,0.1043875991506406,0.059162586317918396
2018-02-25 02:50:00,0.11224476842755644,0.06879447369705821
2018-02-25 02:55:00,0.11967837768234373,0.07865951230619336
2018-02-25 03:00:00,0.12724559031077323,0.08837422510975436
