,"('P1', 'depthN')","('P2', 'depthN')"
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,1.229228902261534e-05,1.229228902261534e-05
2018-02-25 01:05:00,0.00011971860887496125,0.00012029357866975848
2018-02-25 01:10:00,0.0006082691852546983,0.0006214428390454046
2018-02-25 01:15:00,0.0016335980009908047,0.0017160443731640265
2018-02-25 01:20:00,0.003023755471749091,0.0032985492724875646
2018-02-25 01:25:00,0.005214878472333924,0.006014436911876931
2018-02-25 01:30:00,0.007941247744948135,0.009680287464317714
2018-02-25 01:35:00,0.01114192554049068,0.014424584371404552
2018-02-25 01:40:00,0.01447355725546863,0.01985031640185167
2018-02-25 01:45:00,0.0176663321948702,0.025602845050462033
2018-02-25 01:50:00,0.021518005606760007,0.03330067447730475
2018-02-25 01:55:00,0.0250961848900643,0.04122835338292753
2018-02-25 02:00:00,0.028347437921220343,0.04899679188050509
2018-02-25 02:05:00,0.0330798804796183,0.059823144719022794
2018-02-25 02:10:00,0.03920751956996389,0.07372650514397097
2018-02-25 02:15:00,0.0454993687687149,0.08856897976030953
2018-02-25 02:20:00,0.051598702617918935,0.10391672714126807
2018-02-25 02:25:00,0.058147132805890525,0.12153968300108575
2018-02-25 02:30:00,0.0640205814278378,0.13853893941854423
2018-02-25 02:35:00,0.0700226696917366,0.15712108118151308
2018-02-25 02:40:00,0.07601249035410766,0.17685829303321557
2018-02-25 02:45:00,0.08085791729469313,0.19366607142711545
2018-02-25 02:50:00,0.08528069625526344,0.20975749516305303
2018-02-25 02:55:00,0.08974983274128184,0.22659206375600663
2018-02-25 03:00:00,0.09427253820366259,0.24327004440655386
