,"('P1', 'depthN')","('P2', 'depthN')"
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,1.229228902261534e-05,1.229228902261534e-05
2018-02-25 01:05:00,0.00011971860886992431,0.00012029357866975848
2018-02-25 01:10:00,0.0006082691796964599,0.0006214428390297386
2018-02-25 01:15:00,0.001633597745602665,0.001716044372465136
2018-02-25 01:20:00,0.0030237523881178653,0.0032985492638819744
2018-02-25 01:25:00,0.005190201326047289,0.006013825061936293
2018-02-25 01:30:00,0.007786414506282831,0.009676001578098207
2018-02-25 01:35:00,0.01063796971722747,0.014355022329428799
2018-02-25 01:40:00,0.013713515111007352,0.02026824795070913
2018-02-25 01:45:00,0.01646046456044429,0.02648639994827072
2018-02-25 01:50:00,0.018925684021640344,0.032946450047203236
2018-02-25 01:55:00,0.021429874050960678,0.04053101270812255
2018-02-25 02:00:00,0.024378077486974715,0.050257953827750064
2018-02-25 02:05:00,0.027889338627130247,0.060826418281195255
2018-02-25 02:10:00,0.03177732958381711,0.07247460193252538
2018-02-25 02:15:00,0.036130079120405355,0.08634988403689123
2018-02-25 02:20:00,0.040554939676927464,0.10177971958995632
2018-02-25 02:25:00,0.045145895901070224,0.11959380995210726
2018-02-25 02:30:00,0.04922840725509053,0.13703631876734357
2018-02-25 02:35:00,0.052818179851238746,0.15376962112520412
2018-02-25 02:40:00,0.05601286470486304,0.16965809271291574
2018-02-25 02:45:00,0.05886819937121326,0.18469166083622762
2018-02-25 02:50:00,0.06176229487315693,0.20064980432380283
2018-02-25 02:55:00,0.0644383876066765,0.21597072173846668
2018-02-25 03:00:00,0.06715497766633437,0.23034411756577391
