,"('1', 'depthN')","('2', 'depthN')","('3', 'depthN')","('4', 'depthN')","('6', 'depthN')","('7', 'depthN')","('8', 'depthN')","('10', 'depthN')","('11', 'depthN')"
2014-07-05 12:00:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-05 12:02:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-05 12:04:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-05 12:06:01,5.1770148318308045e-06,0.000516642470043473,3.9564807062615244e-07,5.073629547840079e-06,2.4748118854682563e-05,0.0001391391638991708,0.006003345988558848,6.02091765859778e-05,0.008646769942321782
2014-07-05 12:07:43,4.178592943855704e-05,0.0039700041046294935,3.124233851989391e-06,3.954507136588349e-05,0.00013572201572770078,0.0010711499203240583,0.02412395592500325,0.000217069723077752,0.025393608329439273
2014-07-05 12:09:43,0.0001773707826083535,0.006818275657270659,1.3011554288935308e-05,0.0001702625930213025,0.000601095445919807,0.004161011032660349,0.05535596238125162,0.0007528208916787472,0.052927612658517004
2014-07-05 12:11:20,0.00040995062749637167,0.01196969613376861,3.0755695605703354e-05,0.00041709228813222954,0.0014670232863543153,0.009022489622112053,0.09174363455056347,0.0017110635682260895,0.08136811414744971
2014-07-05 12:12:57,0.000772813873659757,0.019429052409669835,5.864376591376726e-05,0.0007957176704807493,0.003127527510436474,0.015694718839026497,0.12818202692686917,0.0032099805221716127,0.1108333875937752
2014-07-05 12:14:35,0.0012472491655875812,0.026320375993198926,9.520977207929732e-05,0.0014349481134146476,0.0055874503920723614,0.02346703320085146,0.16244478344967264,0.005212011426440241,0.1385010962805342
2014-07-05 12:16:14,0.001885464830116312,0.03327344468785352,0.000144955541517597,0.002572563847770588,0.009019329753124677,0.03243163641501379,0.19454907948711964,0.007836083182323414,0.1665550681176735
2014-07-05 12:17:53,0.0026730579728615907,0.03990734416146944,0.00020795991046210728,0.004450256480252483,0.013824262465138916,0.041953490267888346,0.22306897799954425,0.011050816424760943,0.19328413606354342
2014-07-05 12:19:40,0.0036430815849184148,0.046365403689844195,0.0002914646626149443,0.007922422372491661,0.021350901629551784,0.052222551386731944,0.24635144298569875,0.015069795540229358,0.21938098107359888
2014-07-05 12:20:45,0.004336106686836785,0.050402980487430395,0.00034815340915993735,0.008621161292152478,0.024970522219300396,0.060078046332704464,0.25983440923308,0.017826516320645372,0.23497371280536278
