,"('1', 'depthN')","('2', 'depthN')","('3', 'depthN')","('4', 'depthN')","('6', 'depthN')","('7', 'depthN')","('8', 'depthN')","('10', 'depthN')","('11', 'depthN')"
2014-07-05 12:00:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-05 12:02:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-05 12:04:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-05 12:06:01,5.1770148318308045e-06,0.000516642470043473,3.9564807062615244e-07,5.073629547840079e-06,2.4748118854682563e-05,0.00013913903387945755,0.006003345988558848,6.0246621349529044e-05,0.00864825357223652
2014-07-05 12:07:43,4.178293690660327e-05,0.003969867189328899,3.1240295595888106e-06,3.954249868475711e-05,0.00013571394460181276,0.0010710795158199574,0.024122969778629818,0.0002171037448985095,0.025392077208805035
2014-07-05 12:09:43,0.00017736789010408478,0.006817743876491138,1.3011349996728408e-05,0.00017025939611260005,0.0006010578953910097,0.004160914637232331,0.055355139757070265,0.0007528581400311853,0.05292468287698201
2014-07-05 12:11:20,0.000409947629971346,0.011968570707805083,3.075549130408525e-05,0.00041708811386020395,0.001466983602039264,0.009022334748182662,0.09174043169084015,0.0017111027431127787,0.08136586730478373
2014-07-05 12:12:57,0.000772752228220593,0.019426793829018067,5.86390758851032e-05,0.0007955496280108557,0.003127496620434036,0.015693443288838906,0.1281644677268236,0.003209683914735896,0.11082952018787415
2014-07-05 12:14:35,0.0012471320852420406,0.02631828814342116,9.520085790737205e-05,0.001434507659706932,0.005587449540521447,0.02346478250425269,0.16242131187765446,0.005211345679087938,0.13849676276717066
2014-07-05 12:16:14,0.001885295864243935,0.03327194960653712,0.0001449425690958719,0.0025717095779385995,0.009019258523913623,0.03242841294570706,0.194525840715918,0.007835063756099582,0.1665511501726023
2014-07-05 12:17:53,0.002672821772021568,0.03990652395153851,0.00020794034926528476,0.004448932588865842,0.013824167851556506,0.04194859019541826,0.22305454400292218,0.011049446939331214,0.19328033926981272
2014-07-05 12:19:40,0.0036427580909152617,0.046364736815661944,0.00029143094019557685,0.00792019647051322,0.021351904821167174,0.052215412028725566,0.24634161543276406,0.015068011325782945,0.21937697248484195
2014-07-05 12:20:45,0.004335935774518181,0.05040258709337342,0.00034812873063702913,0.008618830450762161,0.024972889197305826,0.06007251387827061,0.2598295616779189,0.017825349532610193,0.2349741351444431
