,ISD001,ISD002,ISD003,ISD004,ISD005,ISD006,ISD007,ISD008,ISD009,ISD010,ISD011
2017-01-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:05:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:10:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:15:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:20:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:25:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:30:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:35:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:40:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:45:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:50:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:55:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:05:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:10:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:15:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:20:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:25:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:30:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:35:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:40:00,1.0,1.0,1.0,1.0,1.0,1.0,0.9964231003741791,1.0,1.0,1.0,1.0
2017-01-01 01:45:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:50:00,1.0,1.0,1.0,1.0,1.0,1.0,0.9937339476178995,1.0,1.0,1.0,1.0
2017-01-01 01:55:00,1.0,1.0,1.0,1.0,1.0,1.0,0.9851025645447958,1.0,1.0,1.0,1.0
2017-01-01 02:00:00,1.0,1.0,1.0,1.0,1.0,1.0,0.984591210967532,1.0,1.0,1.0,1.0
2017-01-01 02:05:00,1.0,1.0,1.0,1.0,1.0,0.9885794714978138,0.9778868256815055,1.0,1.0,1.0,1.0
2017-01-01 02:10:00,1.0,1.0,1.0,1.0,1.0,0.9850337930348894,0.9886961069678905,1.0,1.0,1.0,1.0
2017-01-01 02:15:00,1.0,1.0,1.0,1.0,1.0,0.9806234472312136,0.975057147518825,1.0,1.0,1.0,1.0
2017-01-01 02:20:00,1.0,1.0,1.0,1.0,1.0,0.9750608083299103,0.97721967330993,1.0,1.0,1.0,1.0
2017-01-01 02:25:00,1.0,1.0,1.0,1.0,1.0,0.9759315751313855,0.9711513003376082,1.0,1.0,1.0,1.0
2017-01-01 02:30:00,1.0,1.0,1.0,1.0,1.0,0.9632501616271276,0.962810421502601,1.0,1.0,1.0,1.0
2017-01-01 02:35:00,1.0,1.0,1.0,1.0,1.0,0.9594295394379108,0.9678473843871626,1.0,1.0,1.0,1.0
2017-01-01 02:40:00,1.0,1.0,1.0,1.0,1.0,0.9631056413806178,0.9626740997900257,1.0,1.0,1.0,1.0
2017-01-01 02:45:00,1.0,1.0,1.0,1.0,0.9945204422998142,0.9604385955681098,0.9605070115415957,1.0,1.0,1.0,1.0
2017-01-01 02:50:00,1.0,1.0,1.0,1.0,0.9899797024899586,0.9638304261910947,0.9635496338770573,1.0,1.0,1.0,1.0
2017-01-01 02:55:00,1.0,1.0,1.0,1.0,0.9787224690177577,0.9471344146585695,0.9585660388080756,1.0,1.0,1.0,1.0
2017-01-01 03:00:00,1.0,1.0,1.0,1.0,0.975265670769129,0.9481451573956765,0.9578050021368438,1.0,1.0,1.0,1.0
2017-01-01 03:05:00,1.0,1.0,1.0,1.0,0.9754531226637696,0.9574414734936225,0.9542741517308048,1.0,1.0,1.0,1.0
2017-01-01 03:10:00,1.0,0.9987302710380099,1.0,1.0,0.9665795171521055,0.9646841326622272,0.9550545559863257,1.0,1.0,1.0,1.0
2017-01-01 03:15:00,1.0,1.0,1.0,1.0,0.9667821233648353,0.9453672558378969,0.9566247670607219,1.0,1.0,1.0,1.0
2017-01-01 03:20:00,1.0,1.0,1.0,1.0,0.9629414621393495,0.948993341775612,0.9503501562701618,1.0,1.0,1.0,1.0
2017-01-01 03:25:00,1.0,1.0,1.0,1.0,0.9520932513392472,0.9498834419221175,0.9548032933951535,1.0,1.0,1.0,1.0
2017-01-01 03:30:00,1.0,1.0,1.0,1.0,0.9634935262010522,0.9490383440154692,0.968795494403983,1.0,1.0,1.0,1.0
2017-01-01 03:35:00,1.0,1.0,1.0,1.0,0.9417465284837256,0.9499224096072325,0.9505058429057411,1.0,1.0,1.0,1.0
2017-01-01 03:40:00,1.0,1.0,1.0,1.0,0.9461522092398216,0.9397597357670423,0.9546529391549305,1.0,1.0,1.0,1.0
2017-01-01 03:45:00,1.0,1.0,1.0,1.0,0.9518485574983372,0.9382246831092322,0.9533242514419897,1.0,1.0,1.0,1.0
