,"('basin_C', 'depthN')","('basin_S', 'depthN')","('basin_N1', 'depthN')","('basin_N2', 'depthN')","('basin_N3', 'depthN')","('basin_N4', 'depthN')"
2016-04-22 00:00:00,3.3726982068121765,0.7,5.298911050400323,4.538557780210062,5.42,6.348451829689816
2016-04-22 00:05:00,3.3705912813103276,0.7,5.298839833817099,4.538242569770626,5.42,6.338856068515398
2016-04-22 00:10:00,3.3706270185507834,0.7,5.29885437015923,4.538233065139856,5.42,6.279965575558663
2016-04-22 00:15:00,3.370514590294318,0.7,5.298826272566335,4.538241641532054,5.42,6.357672855200609
2016-04-22 00:20:00,3.370466299555999,0.7,5.298827167317961,4.53824193007946,5.42,6.296287726475433
2016-04-22 00:25:00,3.3704669656861133,0.7,5.298835732920184,4.538260833259688,5.42,6.345797042244003
2016-04-22 00:30:00,3.370449767555372,0.7,5.298832839131321,4.538258616049359,5.42,6.315282895839275
2016-04-22 00:35:00,3.3703667690048236,0.7,5.298824001536162,4.538267510786202,5.42,6.317654751315706
2016-04-22 00:40:00,3.3704100186899,0.7,5.298832191860319,4.538273955996726,5.42,6.334028250726631
2016-04-22 00:45:00,3.370439491762814,0.7,5.298833241530916,4.538282178515493,5.42,6.2982931944060345
2016-04-22 00:50:00,3.3703879666270335,0.7,5.2988316838108585,4.538281498582549,5.42,6.353819303954222
2016-04-22 00:55:00,3.370428055035559,0.7,5.298830006673835,4.538290125997842,5.42,6.3002888728872355
2016-04-22 01:00:00,3.3704844061336923,0.7,5.298834738021827,4.538294859317399,5.42,6.3429965278254805
2016-04-22 01:05:00,3.3704467721636133,0.7,5.298831614748743,4.538298485674781,5.42,6.3119955550445725
2016-04-22 01:10:00,3.3704347088701114,0.7,5.298830610105121,4.538304016463509,5.42,6.3153099043073455
2016-04-22 01:15:00,3.3704917236496343,0.7,5.298829730462982,4.538312856474286,5.42,6.33761485164388
2016-04-22 01:20:00,3.370440317624028,0.7,5.298832479631628,4.5383171044023545,5.42,6.304847792810273
2016-04-22 01:25:00,3.3704328587640253,0.7,5.29883203668809,4.538325846312854,5.42,6.338921720814108
2016-04-22 01:30:00,3.370413415849544,0.7,5.2988287106276895,4.538327083462875,5.42,6.301174576966364
2016-04-22 01:35:00,3.3704365411007253,0.7,5.2988316049484805,4.538335585747921,5.42,6.330972559648893
2016-04-22 01:40:00,3.3703885453645825,0.7,5.298833449368464,4.538339247861114,5.42,6.315364843065219
2016-04-22 01:45:00,3.370435955894905,0.7,5.298830678232257,4.53834488130739,5.42,6.319064479676321
2016-04-22 01:50:00,3.3704382779145425,0.7,5.298830723178009,4.538349449499205,5.42,6.332793066426927
2016-04-22 01:55:00,3.3654955759259275,0.7480960187965139,5.298832913165231,4.538357601330294,5.42,6.301321134714237
2016-04-22 02:00:00,3.360458775284287,0.7986012761553591,5.298831589352853,4.538360274430424,5.42,6.335539970154547
2016-04-22 02:05:00,3.360495348567339,0.7986012761553591,5.298829528892059,4.538365840075468,5.42,6.302720331550051
