,"('J1', 'depthN')","('J2', 'depthN')","('J3', 'depthN')","('J4', 'depthN')","('J5a', 'depthN')","('JC5', 'depthN')","('JC4c', 'depthN')","('R1', 'depthN')","('R2', 'depthN')","('R3', 'depthN')","('R4', 'depthN')","('R5', 'depthN')","('JC1b', 'depthN')","('JC2', 'depthN')","('JC3a', 'depthN')","('JC4c', 'depthN')","('JC5', 'depthN')","('C1a', 'depthL')","('C1b', 'depthL')","('C2', 'depthL')","('C3a', 'depthL')","('C3b', 'depthL')","('C4a', 'depthL')","('C4b', 'depthL')","('C4c', 'depthL')","('C5a', 'depthL')","('C5b', 'depthL')","('I5', 'flow')"
2007-01-01 00:00:00,0.045801751530351154,0.06899737668684054,0.060625253134794665,0.05267145462120968,0.06975072915337083,0.005802107102173208,0.0,0.0022008539833179835,0.014612998657011706,0.03771327567684661,0.009479661175137464,0.0037819973596724425,0.0,0.0,0.0,0.0,0.005802107102173208,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0029624949119957454,0.0031486397633973687,0.0014614048360372565
2007-01-01 00:05:00,0.15995744643419088,0.16748492100717277,0.1385614695255566,0.1633097565909049,0.1525221411154553,0.04647547027488023,0.0,0.02354805488021228,0.0471128906246629,0.1925428243036404,0.04830635186575945,0.032727840038461804,0.0,0.0,0.0,0.0,0.04647547027488023,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.023299639988307537,0.028309998129316227,0.14802774742365762
2007-01-01 00:10:00,0.21570536896691603,0.2279724666914173,0.18811088859857353,0.23175307534426648,0.2073995891674986,0.09611410789537327,0.0,0.0506260286913436,0.07317585695048956,0.28374140046191804,0.0770052035504921,0.06058708816114343,0.0,0.0,0.0,0.0,0.09611410789537327,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.04812468495414469,0.06953457821282427,0.733704720753401
2007-01-01 00:15:00,0.38328839110881885,0.4039351651270475,0.34015122207475107,0.40833517294979954,0.37475221382508955,0.17476762067949406,0.0,0.09448109236809867,0.16341254439860506,0.5736027699461858,0.17027147867944117,0.1339395127182003,0.0,0.0,0.0,0.0,0.17476762067949406,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.08745897808161207,0.16846269867096453,2.4398848540143656
2007-01-01 00:20:00,0.5151157507795855,0.5247186696258253,0.4334396538710313,0.5712918039673412,0.49289613546119176,0.255219858944758,0.0,0.1920085133670686,0.23593631660129838,1.0489263101181792,0.2956548568392052,0.23712317550096662,0.0,0.0,0.0,0.0,0.255219858944758,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.12766568716587134,0.254905977080125,7.285229767792634
2007-01-01 00:25:00,0.6810661869647865,0.7214029774245174,0.5870899191067357,0.7833097537918629,0.6848234112162052,0.3434074899047409,0.0,0.5232007564507889,0.3482613955954985,2.9394347170013697,0.4393892469196411,0.3445327282068032,0.0,0.0,0.0,0.0,0.3434074899047409,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1717661424688129,0.3424670882975079,11.62527806226745
2007-01-01 00:30:00,0.954545312336977,2.4055621784903636,1.8942025650218888,1.1450529278092227,1.0369920196596332,0.4707157647941798,1.0055497643822542e-05,1.7676808822425416,2.307417409223329,7.85251699994153,0.8305329465831801,0.5275649470891073,0.0,0.030029750507257896,4.23439893091509,1.0055497643822542e-05,0.4707157647941798,0.0001,0.0001,0.014344468298607535,0.10197979982334945,0.32957496414707693,0.12066557135762596,0.03416021658910667,0.0012299767562226405,0.2355233436296783,0.4681507738912387,19.89915000776699
2007-01-01 00:35:00,2.729776886156555,2.189594638699189,1.8471264682154633,1.018253100023214,0.8760255381277393,0.4675205393802768,0.06066370749598926,4.119403509219576,3.0326247215460937,8.23217668461677,2.1584434677962903,0.6205916512473475,0.0,0.24188896694447504,5.587811686580574,0.06066370749598926,0.4675205393802768,0.0001,0.0001,0.12126851983338274,0.4003676285206893,0.5731722194878784,0.6061411996795869,0.5429172288596419,0.24621343302842433,0.2639726819798852,0.46703850098310795,21.60754790005475
2007-01-01 00:40:00,3.798099859742144,0.6103585159584961,0.4936106074919409,0.6858912682702446,0.5872170951075923,0.5137942554866645,0.4294500917756114,5.27322518370118,0.7587015617541188,6.509565903202156,1.2592701749611939,0.35713069115679874,0.0,0.11819196925036553,5.274427479482335,0.4294500917756114,0.5137942554866645,0.0001,0.0001,0.05914448360462192,0.24122569322362325,0.3193040030892007,0.37940642096036753,0.5881155903023683,0.6055808553309362,0.4716154389197982,0.5109978662834692,15.122256230277461
2007-01-01 00:45:00,4.216688722897879,0.4723197110873545,0.3817400244961794,0.5538648749636018,0.449248185515016,0.5413655933091758,0.4816209441243373,5.7064336227394294,0.20990097578746592,6.105088360291947,0.35672753367841226,0.2546834992373339,0.0,0.06579435275362648,5.073467625287812,0.4816209441243373,0.5413655933091758,0.0001,0.0001,0.03294679583504039,0.1254552740316285,0.12928917653262034,0.18925310614040428,0.349879835244883,0.49400211057391064,0.5115013135841764,0.5412606455600326,11.523919248364226
