,"('J1', 'depthN')","('J2', 'depthN')","('J3', 'depthN')","('J4', 'depthN')","('J5a', 'depthN')","('JC5', 'depthN')","('JC4c', 'depthN')","('R1', 'depthN')","('R2', 'depthN')","('R3', 'depthN')","('R4', 'depthN')","('R5', 'depthN')","('JC1b', 'depthN')","('JC2', 'depthN')","('JC3a', 'depthN')","('JC4c', 'depthN')","('JC5', 'depthN')","('C1a', 'depthL')","('C1b', 'depthL')","('C2', 'depthL')","('C3a', 'depthL')","('C3b', 'depthL')","('C4a', 'depthL')","('C4b', 'depthL')","('C4c', 'depthL')","('C5a', 'depthL')","('C5b', 'depthL')","('I5', 'flow')"
2007-01-01 00:00:00,0.04573145365280144,0.06901725451492906,0.06055075418415963,0.05262683604011211,0.06967149091497617,0.0057865766513414164,0.0,0.0021523005888575914,0.014071662363626041,0.0376164162938143,0.009228351829987259,0.003769984050564823,0.0,0.0,0.0,0.0,0.0057865766513414164,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.002954725060014025,0.0031400161427275453,0.0014645020490443041
2007-01-01 00:05:00,0.16004954006867259,0.16746573456315766,0.13853570135563434,0.16363496165749536,0.1524884746930649,0.0464302490919256,0.0,0.0199343218817582,0.047108066325380143,0.19243325636428085,0.04635974921873614,0.0320953547777934,0.0,0.0,0.0,0.0,0.0464302490919256,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.02327702453091097,0.02827878159496322,0.14900540546136298
2007-01-01 00:10:00,0.21719774357504965,0.22848299979941977,0.1880421617028013,0.23119314420274073,0.2072955259754438,0.09607533582433936,0.0,0.04107487039884675,0.07065543780190472,0.2836396935900871,0.08050854607652758,0.05871651995547045,0.0,0.0,0.0,0.0,0.09607533582433936,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.04810527932353471,0.06949543867551711,0.7335358115642197
2007-01-01 00:15:00,0.38477251396012735,0.4038209295992915,0.34004532057546155,0.4066279124162679,0.3745809440001159,0.17471019254007392,0.0,0.09076573899514015,0.16340683634436642,0.5719393357889757,0.17716057951765288,0.13384481360179318,0.0,0.0,0.0,0.0,0.17471019254007392,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.08743029626988463,0.16838189906798107,2.432492678079589
2007-01-01 00:20:00,0.5199007575087746,0.5264416943619993,0.43340958276865615,0.5709649405103041,0.4928559879179394,0.25518227373299324,0.0,0.14863695796851398,0.22665204064315492,1.0467848423866197,0.2951529692746905,0.23707524761655874,0.0,0.0,0.0,0.0,0.25518227373299324,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.12764687376892542,0.2548691667062485,7.316401524870969
2007-01-01 00:25:00,0.683035595865315,0.7222874693573677,0.5866455314056067,0.7822731309844588,0.6841255121024267,0.34296099739587405,0.0,0.22173713717222987,0.33990232763720557,2.9360746353742493,0.4400062355925877,0.33239730360230657,0.0,0.0,0.0,0.0,0.34296099739587405,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.17153930916619065,0.3420259053959853,12.030361782297922
2007-01-01 00:30:00,0.9558093774922558,2.2213768643593976,1.8197850219703575,1.1152871103549054,1.0355787917848325,0.4704267341778444,9.297178341163964e-06,1.2671073491206721,1.9773082205614068,7.743896107497083,1.1185909704153478,0.5271146002253585,0.0,0.010675823329486356,4.260919818171183,9.297178341163964e-06,0.4704267341778444,0.0001,0.0001,0.00524393845210434,0.09898456014401635,0.3492464633929507,0.1331086983570407,0.040921484753236294,0.0016534080881076079,0.23533953340201041,0.46795713485209944,19.5595518655168
2007-01-01 00:35:00,2.473979788680624,2.1798864830506033,1.7758444979238657,1.0157622706819158,0.8749531164971964,0.4681144722212672,0.06646700336135844,3.9443709135026936,3.009490700378732,8.091133933643288,2.407893856624594,1.4790131452663198,0.0,0.19520199471739183,5.586083496593157,0.06646700336135844,0.4681144722212672,0.0001,0.0001,0.09758653705429314,0.3717993560861942,0.5673849561177121,0.596816078530992,0.545456352063411,0.2560940847247366,0.2671707848428923,0.4675570400727338,21.223609175373703
2007-01-01 00:40:00,3.1377604342754606,0.5718924381315329,0.49119507986237787,0.6862328120980806,0.5842373984618068,0.5162168715102794,0.43422258656185253,4.477313613535905,1.843379067633951,6.537555633364664,0.87795856479681,0.714166576524307,0.0,0.10442332401915802,5.294525618851862,0.43422258656185253,0.5162168715102794,0.0001,0.0001,0.05225935835050113,0.2341761241961649,0.32918838832692926,0.37667016216546473,0.5800755774883328,0.6025170633166453,0.4752198051464802,0.513568692388526,17.47550138959781
2007-01-01 00:45:00,1.6533790452668549,0.45228976356357214,0.38026557172234504,0.5662716315906107,0.44746351577018856,0.540443465074205,0.48182878165806703,2.9132481022062002,0.4005962605338489,6.232267265916756,0.3044941292308971,0.24001329669447133,0.0,0.060525833444497204,5.109304484798146,0.48182878165806703,0.540443465074205,0.0001,0.0001,0.03031254280939611,0.13386458713330285,0.15825387584636702,0.21014837622014965,0.3632160242078498,0.4975914626267695,0.5111378328216233,0.5402468026319184,12.256145822585117
2007-01-01 00:50:00,0.5314555898030169,0.40189299088412656,0.32469798346412426,0.48091423128116617,0.37919670673925066,0.43555875502361485,0.3588771193841154,1.5935551100281033,0.17074608385166995,5.446526192980095,0.23585809498682347,0.1882102515317081,0.0,0.04111586144496613,5.02970562579677,0.3588771193841154,0.43555875502361485,0.0001,0.0001,0.02060768263448954,0.08112336270687592,0.07541705757944328,0.1182831663234083,0.21790158211229027,0.33962376378485715,0.39721955350250937,0.4352557081655277,10.578968318948508
2007-01-01 00:55:00,0.35592691981653474,0.3704283432786032,0.2990472408633015,0.4369161930180282,0.3466876174781327,0.3445571202726601,0.2507351009045529,0.5584819374367391,0.14788184618349193,4.264721709216161,0.20805599596713562,0.16349208690376593,0.0,0.030172805012021207,5.014492342011726,0.2507351009045529,0.3445571202726601,0.0001,0.0001,0.015136214529128483,0.05764568407239494,0.04980522379009926,0.07767716478019793,0.14069423681985427,0.230943691635548,0.29762788385269234,0.34480656479918254,8.533816701060017
