,"('basin_C', 'depthN')","('basin_S', 'depthN')","('basin_N1', 'depthN')","('basin_N2', 'depthN')","('basin_N3', 'depthN')","('basin_N4', 'depthN')"
2016-04-22 00:00:00,3.372592941026723,0.7008220077347772,5.298753830257044,4.538601739714965,5.42,6.348461806191257
2016-04-22 00:05:00,3.370784539276457,0.7034043268102186,5.298434272741127,4.538302372254142,5.42,6.338724383428283
2016-04-22 00:10:00,3.3707061756972534,0.7057823203909281,5.298250996052906,4.538289862798646,5.42,6.2797147946302685
2016-04-22 00:15:00,3.370464466212037,0.7081593226753705,5.298026337007101,4.538293347372356,5.42,6.35723258314742
2016-04-22 00:20:00,3.370334666978475,0.7107993952114047,5.297809055853252,4.538288391757188,5.42,6.295682219179565
2016-04-22 00:25:00,3.3703556306705416,0.7131745022149111,5.2976205210310505,4.53830243910971,5.42,6.345279734242101
2016-04-22 00:30:00,3.3701008040618605,0.7155486758996344,5.297426678347245,4.538294402777102,5.42,6.314436769125474
2016-04-22 00:35:00,3.369967330357234,0.7179219566878581,5.297226332338285,4.538298363521163,5.42,6.317070897053874
2016-04-22 00:40:00,3.3698899251357375,0.7202943037796753,5.297041574930765,4.538298870991673,5.42,6.333089202475322
2016-04-22 00:45:00,3.3697761156385453,0.7229291847340985,5.2968309787680425,4.538301518378149,5.42,6.297463633025444
2016-04-22 00:50:00,3.3695937527981026,0.7252996362323684,5.296642216737309,4.538294948055497,5.42,6.352870765150868
2016-04-22 00:55:00,3.3695755714657487,0.7276691374771616,5.296449832311417,4.538298829702205,5.42,6.29923401961433
2016-04-22 01:00:00,3.3694755876067983,0.7300377709294835,5.2962651010480215,4.538297297351998,5.42,6.3421054747252175
2016-04-22 01:05:00,3.3693688323502564,0.7324054520796387,5.296077814789011,4.5382963165237715,5.42,6.310739382857747
2016-04-22 01:10:00,3.3692494821454964,0.7350351686453717,5.295870655445818,4.538294979424481,5.42,6.314361423336692
2016-04-22 01:15:00,3.3691993208280095,0.7374009711005396,5.2956831593151055,4.538299033695473,5.42,6.336214734593915
2016-04-22 01:20:00,3.369029476138676,0.7397658367682317,5.2955033032205,4.538296859073215,5.42,6.303749625356515
2016-04-22 01:25:00,3.368908016596909,0.7423924201650052,5.295300488953615,4.538300083605431,5.42,6.337710876257473
2016-04-22 01:30:00,3.368797382770463,0.744755403287813,5.295116857356167,4.538295644577039,5.42,6.299736261403156
