,"('J1', 'depthN')","('J2', 'depthN')","('J3', 'depthN')","('J4', 'depthN')","('J5a', 'depthN')","('JC5', 'depthN')","('JC4c', 'depthN')","('R1', 'depthN')","('R2', 'depthN')","('R3', 'depthN')","('R4', 'depthN')","('R5', 'depthN')","('JC1b', 'depthN')","('JC2', 'depthN')","('JC3a', 'depthN')","('JC4c', 'depthN')","('JC5', 'depthN')","('C1a', 'depthL')","('C1b', 'depthL')","('C2', 'depthL')","('C3a', 'depthL')","('C3b', 'depthL')","('C4a', 'depthL')","('C4b', 'depthL')","('C4c', 'depthL')","('C5a', 'depthL')","('C5b', 'depthL')","('I5', 'flow')"
2007-01-01 00:00:00,0.04211256039351599,0.06346020835846147,0.057013062453663464,0.04865121371216784,0.06629437732801438,0.005040995839901226,0.0,0.002829839496215278,0.021638579765951255,0.034881097205919774,0.01147068556016576,0.00433866007079955,0.0,0.0,0.0,0.0,0.005040995839901226,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0025817371760845707,0.002726535258110089,0.0007039220790732152
2007-01-01 00:05:00,0.15565995221511292,0.15737578666993973,0.1368673524352204,0.1551904691321139,0.15109319770349366,0.044013115114505424,0.0,0.028838297556337013,0.07886760103719868,0.20468568822922306,0.06967243909401397,0.048378151950082895,0.0,0.0,0.0,0.0,0.044013115114505424,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.022068135383405026,0.026622153401149262,0.10572692757883326
2007-01-01 00:10:00,0.2178323037749193,0.21277373580207637,0.18423199759828396,0.21753036382967564,0.2042027893580618,0.0939038012898301,0.0,0.07311098867631895,0.12036868213963878,0.32015550823745403,0.1206954535187521,0.0987840303524213,0.0,0.0,0.0,0.0,0.0939038012898301,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.04701992700235114,0.06730592537599023,0.6444956716063392
2007-01-01 00:15:00,0.40030614998035957,0.3801943300556606,0.3432003259861355,0.3943895051167539,0.37983889743042704,0.17915898507963338,0.0,0.17564025183467918,0.34638608127299303,0.699407270272897,0.29172236110844485,0.23276978190735606,0.0,0.0,0.0,0.0,0.17915898507963338,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.08965313396592027,0.17269086356309343,2.374272331504033
2007-01-01 00:20:00,0.526023812897158,0.4875697310048651,0.4372502311847484,0.5283273458956763,0.4990112352062367,0.2579635867845229,0.0,0.3977293739215168,0.8219244840064936,1.4085374452080064,0.7166420650062238,0.5901054016991972,0.0,0.0,0.0,0.0,0.2579635867845229,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.12903908918202778,0.25759639169439197,5.904747186376551
2007-01-01 00:25:00,0.6192091526393952,0.6938596971320281,0.5748316624726969,0.7065376467949457,0.6727804837240321,0.3362451544461402,1.7548089267662748e-06,0.8362557281269201,1.8166293042247978,3.2816946306058172,1.6548071738356966,1.2684776113062761,0.0,0.0325301667795295,0.0,1.7548089267662748e-06,0.3362451544461402,0.0001,0.0001,0.016349151915366823,0.016789822524757764,0.0005406706093909452,0.0005527450933791988,0.00012515516568266323,0.00011308068169440957,0.1681958371592271,0.3354187670086503,8.80126062880868
2007-01-01 00:30:00,1.104562195219133,2.4153708675767236,0.9834659279393241,1.153241041987186,1.0367004862198272,0.6245483963081145,0.2390587110305799,2.2014879354815227,2.4480023820260692,6.5695463235868585,3.379760320326816,2.675875728051809,0.0,0.3596560813535313,4.538932715658746,0.2390587110305799,0.6245483963081145,0.0001,0.0001,0.17991480079644023,0.330674728008762,0.42036460221231914,0.2593685615650429,0.12032661227263408,0.131296237315069,0.43179878591508897,0.6184844905046702,12.06303496420258
2007-01-01 00:35:00,2.8550747746632923,1.1873848126637134,0.746019164486625,1.0680011100984224,0.8314991073820608,0.8600915542283115,0.6595316348028566,4.285966913797228,2.312768289326619,6.495013298954051,3.366264629329522,2.7353606081895614,0.0,0.4288297198562593,5.468889191405128,0.6595316348028566,0.8600915542283115,0.0001,0.0001,0.21448148614216622,0.5114636294028969,0.5314843545283111,0.6626812401599637,0.6729783659989153,0.6371045781206703,0.7597987893550453,0.8594921822419564,12.75233609527772
2007-01-01 00:40:00,3.756596713817862,0.5616601382650106,0.4861030209609276,0.6774286188503561,0.578023528817172,0.7605022950851322,0.6864902374621865,5.234349671403783,1.9689724980282541,6.195992792783167,3.023635966585059,2.447679090768044,0.0,0.226123751732096,5.240645650117882,0.6864902374621865,0.7605022950851322,0.0001,0.0001,0.11311355153237745,0.2997276399231623,0.306991392248392,0.38701870363945545,0.5433581901432945,0.6862566148827227,0.7234913527506706,0.7610521623428212,12.30265529024877
2007-01-01 00:45:00,4.2022050542081475,0.4451205775736152,0.3909054565899379,0.5377292753387853,0.4601123588474036,0.5771154470935023,0.5092526787052433,5.692348808079123,1.1119063577073836,5.960363317075232,2.498310565474351,2.079077696040779,0.0,0.11151603309495484,5.092987132302527,0.5092526787052433,0.5771154470935023,0.0001,0.0001,0.05580702027472288,0.16502564091952082,0.15576101541910248,0.2226108659378042,0.3531831281724408,0.4944684179177784,0.5431792215315909,0.5776757850016111,11.644564261245026
