,cost,final_depths,final_filling
0,44230.87392278448,13.414553768894596,0.46257081961705504
1,44230.87392278448,9.119312547535344,0.31018069889576
2,44230.87392278448,8.851779314504466,0.26742535693366964
3,44230.87392278448,15.060649964053223,0.3137635409177755
4,44230.87392278448,14.90000658257392,0.2709092105922531
5,44230.87392278448,9.193408894776773,0.17511255037670045
6,44230.87392278448,14.914409012957275,0.3270703730911683
7,44230.87392278448,2.442828826377982,0.059291961805290824
8,44230.87392278448,3.4875604220675918,0.07516294013076706
9,44230.87392278448,0.7982861374703041,0.03485965665809188
10,44230.87392278448,11.128154915931246,0.38505726352703273
