,cost,final_depths,final_filling
0,47328.76563964216,2.7672745952093103,0.09542326190376932
1,47328.76563964216,1.915554754041195,0.06515492360684337
2,47328.76563964216,3.0053622462197573,0.09079644248398058
3,47328.76563964216,15.06326614187577,0.31381804462241186
4,47328.76563964216,14.904145164569993,0.2709844575376362
5,47328.76563964216,8.952375270624053,0.17052143372617243
6,47328.76563964216,14.914894319264953,0.3270810157733542
7,47328.76563964216,2.448224710415287,0.05942292986444871
8,47328.76563964216,3.0489672803398316,0.0657105017314619
9,47328.76563964216,0.7988597621648905,0.034884705771392605
10,47328.76563964216,11.077223494474417,0.38329493060465114
