,"('P1', 'depthN')","('P2', 'depthN')"
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,1.229228902261534e-05,1.229228902261534e-05
2018-02-25 01:05:00,0.00011971860886992431,0.00012029357866975848
2018-02-25 01:10:00,0.0006082691796964599,0.0006214428390297386
2018-02-25 01:15:00,0.001633597745602665,0.001716044372465136
2018-02-25 01:20:00,0.0030237523881178653,0.003298549869051723
2018-02-25 01:25:00,0.005190201326047289,0.0060151276516489695
2018-02-25 01:30:00,0.007786414506282831,0.009681909354739575
2018-02-25 01:35:00,0.010638603110355551,0.014372450175048826
2018-02-25 01:40:00,0.01342287534351233,0.019559346535400122
2018-02-25 01:45:00,0.016473969259923876,0.025895366528649367
2018-02-25 01:50:00,0.01974266983706927,0.033373402081756334
2018-02-25 01:55:00,0.022782779552749127,0.041139065365469504
2018-02-25 02:00:00,0.026133666402221083,0.05019446828545158
2018-02-25 02:05:00,0.030524493736587287,0.06123037440064145
2018-02-25 02:10:00,0.035464770431017124,0.07350553097845594
2018-02-25 02:15:00,0.041191231049465864,0.08826086301042853
2018-02-25 02:20:00,0.047435978168603635,0.10541285471339765
2018-02-25 02:25:00,0.05357317095115319,0.123672773755659
2018-02-25 02:30:00,0.05884858586379829,0.1406327157207108
2018-02-25 02:35:00,0.06422182211269611,0.15919131783585136
2018-02-25 02:40:00,0.06906559044872874,0.17701625442994656
2018-02-25 02:45:00,0.07338901231020833,0.19390523308119126
2018-02-25 02:50:00,0.07740432109639932,0.2103956237142255
2018-02-25 02:55:00,0.08152006789556673,0.22808620786696537
2018-02-25 03:00:00,0.08554081407163179,0.24495670973856645
