,1,2
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,0.0,0.0
2018-02-25 01:05:00,2.4308224925789486e-05,0.0
2018-02-25 01:10:00,6.0838075425088934e-05,2.6324014604721094e-07
2018-02-25 01:15:00,0.00038839234078152663,3.0851150544493244e-06
2018-02-25 01:20:00,0.0009713083565453454,1.3280943342739535e-05
2018-02-25 01:25:00,0.002516847656012117,5.18533768088545e-05
2018-02-25 01:30:00,0.003857642778970754,0.0001322282935884361
2018-02-25 01:35:00,0.006469850012837981,0.0003117116096785983
2018-02-25 01:40:00,0.011703618800291598,0.0006130339875385639
2018-02-25 01:45:00,0.015576761427184926,0.001075440941091618
2018-02-25 01:50:00,0.014565813870744697,0.0017808055453267576
2018-02-25 01:55:00,0.023494237310071123,0.002696417003027002
2018-02-25 02:00:00,0.022801081680144657,0.004080795790424328
2018-02-25 02:05:00,0.028601387375638634,0.005925007817448721
2018-02-25 02:10:00,0.03606521347294224,0.008381151085480149
2018-02-25 02:15:00,0.04485444430559663,0.01197484568258624
2018-02-25 02:20:00,0.06731043333348274,0.016558364270082015
2018-02-25 02:25:00,0.06424436717242124,0.02250724643606668
2018-02-25 02:30:00,0.06665921292625589,0.02971867621302043
2018-02-25 02:35:00,0.08453650615532604,0.036438645248825646
2018-02-25 02:40:00,0.09060800426277106,0.04466852604447996
2018-02-25 02:45:00,0.09673017893343668,0.053631009096024064
2018-02-25 02:50:00,0.11147286357087792,0.062323867179401
2018-02-25 02:55:00,0.12316428790115772,0.07175584973349314
2018-02-25 03:00:00,0.11879731836033743,0.08074717463029571
