,"('P1', 'depthN')","('P2', 'depthN')"
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,1.229228902261534e-05,1.229228902261534e-05
2018-02-25 01:05:00,0.00011972730684714225,0.00012031633103908996
2018-02-25 01:10:00,0.0006112849547658992,0.0006217165346258961
2018-02-25 01:15:00,0.0016506572359290944,0.0017173096736106954
2018-02-25 01:20:00,0.003053412480024808,0.0033018982308682843
2018-02-25 01:25:00,0.005220314683541533,0.006020021410634553
2018-02-25 01:30:00,0.007936740233596737,0.009688967688238554
2018-02-25 01:35:00,0.010949350265139424,0.014370367340033541
2018-02-25 01:40:00,0.013936101617762283,0.020279785381477712
2018-02-25 01:45:00,0.01659751654774307,0.02650879417604633
2018-02-25 01:50:00,0.0191246467387203,0.03298426919339936
2018-02-25 01:55:00,0.022225572051076954,0.04055431181396531
2018-02-25 02:00:00,0.026162024276333417,0.04934916433775818
2018-02-25 02:05:00,0.029698374632687114,0.06127979902630447
2018-02-25 02:10:00,0.035249644843662706,0.07492624732051983
2018-02-25 02:15:00,0.041890236198883074,0.08849484859196508
2018-02-25 02:20:00,0.0466790014187676,0.10485433048850981
2018-02-25 02:25:00,0.0517818804710833,0.1236186420776211
2018-02-25 02:30:00,0.05961393733129454,0.14096182734781365
2018-02-25 02:35:00,0.06204004621815227,0.15943572197905484
2018-02-25 02:40:00,0.06391683636230386,0.1767242503457156
2018-02-25 02:45:00,0.07090515894830221,0.19392678130516044
2018-02-25 02:50:00,0.07533419429493576,0.21061485582169912
2018-02-25 02:55:00,0.07454413112387612,0.22783145607486593
2018-02-25 03:00:00,0.07672441197240053,0.2443966661840746
