,"('P1', 'depthN')","('P2', 'depthN')"
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,1.229228902261534e-05,1.229228902261534e-05
2018-02-25 01:05:00,0.00011976624277821952,0.00012030665668377425
2018-02-25 01:10:00,0.0006088011359370378,0.0006216727159761623
2018-02-25 01:15:00,0.0016341675764708255,0.0017162357695251823
2018-02-25 01:20:00,0.0030357164091570923,0.0032989109219123403
2018-02-25 01:25:00,0.0052316867871398595,0.006014275432205127
2018-02-25 01:30:00,0.00793771475637592,0.009685325435447976
2018-02-25 01:35:00,0.011188943178674709,0.014437257066888394
2018-02-25 01:40:00,0.014196175752091705,0.019803597629658127
2018-02-25 01:45:00,0.016728941469925842,0.02600123716378357
2018-02-25 01:50:00,0.019990439387293217,0.033384720321997935
2018-02-25 01:55:00,0.022932550958380683,0.0405843316869092
2018-02-25 02:00:00,0.025912604724012682,0.04954206774641076
2018-02-25 02:05:00,0.03102352699197561,0.06067671313782119
2018-02-25 02:10:00,0.036379270133773275,0.07306879739631865
2018-02-25 02:15:00,0.04225707965144747,0.08788054867213918
2018-02-25 02:20:00,0.0465856858772968,0.10361098744522067
2018-02-25 02:25:00,0.05050474759258615,0.12208246342515619
2018-02-25 02:30:00,0.05828265477715229,0.14138367765477358
2018-02-25 02:35:00,0.06395326074311221,0.15811236037610477
2018-02-25 02:40:00,0.06868634573200456,0.1759456865564086
2018-02-25 02:45:00,0.07412913210896996,0.19477992210397108
2018-02-25 02:50:00,0.07817017545444488,0.2112665261589428
2018-02-25 02:55:00,0.0805968636948227,0.22873031494388477
2018-02-25 03:00:00,0.08386630560358811,0.2454868477577241
