,1,2
2018-02-25 00:00:00,0.0,0.0
2018-02-25 00:05:00,0.0,0.0
2018-02-25 00:10:00,0.0,0.0
2018-02-25 00:15:00,0.0,0.0
2018-02-25 00:20:00,0.0,0.0
2018-02-25 00:25:00,0.0,0.0
2018-02-25 00:30:00,0.0,0.0
2018-02-25 00:35:00,0.0,0.0
2018-02-25 00:40:00,0.0,0.0
2018-02-25 00:45:00,0.0,0.0
2018-02-25 00:50:00,0.0,0.0
2018-02-25 00:55:00,0.0,0.0
2018-02-25 01:00:00,0.0,0.0
2018-02-25 01:05:00,0.0,0.0
2018-02-25 01:10:00,4.2471663037457593e-05,2.6286810271819857e-07
2018-02-25 01:15:00,0.00036935268378615474,2.6842530709958525e-06
2018-02-25 01:20:00,0.001081164558485253,1.1708170578578737e-05
2018-02-25 01:25:00,0.0017814198568965884,4.6031678742860785e-05
2018-02-25 01:30:00,0.005004380064652153,0.00013293285225175194
2018-02-25 01:35:00,0.007829444848187605,0.0003386415286705004
2018-02-25 01:40:00,0.01164659842682637,0.0006286902989543376
2018-02-25 01:45:00,0.014832046280206216,0.0011102448789473227
2018-02-25 01:50:00,0.018980886873334595,0.001716108225299801
2018-02-25 01:55:00,0.022863839607747915,0.002792948550176783
2018-02-25 02:00:00,0.020880263377228734,0.004597149338967462
2018-02-25 02:05:00,0.029494714340930043,0.006192804823617377
2018-02-25 02:10:00,0.03232251851581698,0.008589219758667598
2018-02-25 02:15:00,0.05787952858039823,0.01194494299243182
2018-02-25 02:20:00,0.049067413453163906,0.016614983752654983
2018-02-25 02:25:00,0.058218472793612364,0.022124396136428123
2018-02-25 02:30:00,0.07120419288362655,0.0284604136722154
2018-02-25 02:35:00,0.10207031806865922,0.03643260855982222
2018-02-25 02:40:00,0.08227245543178861,0.044882796332266814
2018-02-25 02:45:00,0.12757706901516436,0.05441629316130078
2018-02-25 02:50:00,0.09561055122590814,0.06205590822150342
2018-02-25 02:55:00,0.13816545826688634,0.07170494093419758
2018-02-25 03:00:00,0.11917000255648928,0.07998812621617957
2018-02-25 03:05:00,0.11481443463821117,0.09096830733594963
