,"('J1', 'depthN')","('J2', 'depthN')","('J3', 'depthN')","('J4', 'depthN')","('J5a', 'depthN')","('JC5', 'depthN')","('JC4c', 'depthN')","('R1', 'depthN')","('R2', 'depthN')","('R3', 'depthN')","('R4', 'depthN')","('R5', 'depthN')","('JC1b', 'depthN')","('JC2', 'depthN')","('JC3a', 'depthN')","('JC4c', 'depthN')","('JC5', 'depthN')","('C1a', 'depthL')","('C1b', 'depthL')","('C2', 'depthL')","('C3a', 'depthL')","('C3b', 'depthL')","('C4a', 'depthL')","('C4b', 'depthL')","('C4c', 'depthL')","('C5a', 'depthL')","('C5b', 'depthL')","('I5', 'flow')"
2007-01-01 00:00:00,0.04209664442980439,0.06342837643103826,0.05696412086525029,0.04860147632556908,0.06625458741873537,0.005040995839901226,0.0,0.002829839496215278,0.021638579765951255,0.034881097205919774,0.01147068556016576,0.00433866007079955,0.0,0.0,0.0,0.0,0.005040995839901226,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0025817371760845707,0.002726535258110089,0.0007039220790732152
2007-01-01 00:05:00,0.15565995449990336,0.15737578666993973,0.13686735243512757,0.15519046820267793,0.15109319854006026,0.044013115114505424,0.0,0.028838332250116422,0.07886760103719868,0.20468568827024775,0.06967244527112784,0.04837820749999221,0.0,0.0,0.0,0.0,0.044013115114505424,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.022068135383405026,0.026622153401149262,0.10572687862808369
2007-01-01 00:10:00,0.21783236264198877,0.21277373580207637,0.1842319975979364,0.21753036290481823,0.2042027903800271,0.0939038012898301,0.0,0.07311119800164165,0.12036868213963878,0.3201555082906666,0.1206954546237912,0.09878407070403679,0.0,0.0,0.0,0.0,0.0939038012898301,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.04701992700235114,0.06730592537599023,0.6444956545077196
2007-01-01 00:15:00,0.4003063730619994,0.3801943300556606,0.34320032598604,0.3943895051187805,0.37983889919596614,0.17915898507963338,0.0,0.17564083825415774,0.34638608127299303,0.6994072702244134,0.29172236107445315,0.23276985531397534,0.0,0.0,0.0,0.0,0.17915898507963338,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.08965313396592027,0.17269086356309343,2.3742717180396338
2007-01-01 00:20:00,0.5261034486011382,0.48761746664674077,0.4372870144326211,0.5284000441054649,0.4990798655103862,0.2580045159886782,0.0,0.3975999865247496,0.8223968743503302,1.4093810810307164,0.7171220345565607,0.6042937736706725,0.0,0.0,0.0,0.0,0.2580045159886782,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.12905958338718737,0.25763639706167396,5.871467866453008
2007-01-01 00:25:00,0.6218335407291262,0.812708295801739,0.5767275094993101,0.7096006246813318,0.6748856204733811,0.35589738703676205,0.0,0.7818680848952069,1.9743559772151904,3.3365001149869484,1.684512004071444,1.5399816429605546,0.0,0.008739120839786091,0.0,0.0,0.35589738703676205,0.0001,0.0001,0.0038832223370262368,0.003909856775155349,0.00012663443812911283,0.00012663443812911283,0.0001,0.0001,0.17798093489917738,0.3536746138543094,8.33491742455279
2007-01-01 00:30:00,0.9713132695407175,3.003734054417472,0.9466449248150359,1.1732135773970263,1.0488806895319018,0.7345879582241877,0.2514292888895132,1.8519692459619328,2.8868657452905095,6.303091797374799,3.3980016173879775,2.486579078333375,0.0,0.32638782510538855,4.658106872068958,0.2514292888895132,0.7345879582241877,0.0001,0.0001,0.16326627107163294,0.30863074095623233,0.4070015085523462,0.24612984184411993,0.11092929780268401,0.13593798577221605,0.49300676065649895,0.729049427929749,10.954166262299779
2007-01-01 00:35:00,1.6500059139324132,1.5268987941468288,0.7011271299795107,1.0519973718863045,0.8090113968853128,0.9099814501622421,0.6481753911609381,3.0041186570104506,2.7145707108381165,6.198715399976149,3.3585603926487564,2.4759739150185207,0.0,0.39725415470509756,5.477301299205363,0.6481753911609381,0.9099814501622421,0.0001,0.0001,0.1986967452567922,0.4926860489399587,0.5327078029755284,0.6596254384994609,0.6607677518903075,0.6192776200917252,0.7790681157566723,0.9099084631616279,11.866981605424845
2007-01-01 00:40:00,1.532402304095377,0.7150866154654785,0.4866810148732829,0.6783378513451778,0.5788095310968713,0.812113090351848,0.6761205876781402,2.9461003299727238,2.3627997874006854,5.948828716561607,3.02178958693387,2.2528900357287505,0.0,0.20302096425152205,5.259456033099856,0.6761205876781402,0.812113090351848,0.0001,0.0001,0.1015603713082226,0.28747652865592954,0.3157015176424238,0.3847692926202626,0.5376345774723177,0.6769036532456312,0.7441268361814082,0.8121155369819917,11.493310398995147
2007-01-01 00:45:00,1.1640614694547193,0.44496146752035043,0.3907676176993654,0.537424317839913,0.4599694389017478,0.6277913406755055,0.5040103712770663,2.5983529446488034,1.1919458619202938,5.718947027524196,2.4926727640752526,2.132968339571927,0.0,0.10290351132132838,5.105172922649613,0.5040103712770663,0.6277913406755055,0.0001,0.0001,0.051500484190536364,0.1622839703288264,0.16342092810446046,0.2253528191582518,0.35289935160608366,0.49038690320958267,0.5658903386047314,0.6279392955904768,10.907118006551823
2007-01-01 00:50:00,0.7537084930521635,0.36797813078706254,0.32621437469428793,0.44010408746576274,0.3811500808845164,0.45642941761991035,0.34310058136203075,2.1885760512893744,0.4667695848293175,4.926234335837414,1.4798566770830486,2.0381207817693494,0.0,0.05921797473497944,5.0277978243813255,0.34310058136203075,0.45642941761991035,0.0001,0.0001,0.02965848552374955,0.09352443883144587,0.07781377327100927,0.12410162782143744,0.21260100191111633,0.3239659134220346,0.3997616802017546,0.4566628884756028,9.581808598918375
2007-01-01 00:55:00,0.4149373911899884,0.3422867338045442,0.29695827660196555,0.3926696024180733,0.34412266649584894,0.34643199302962613,0.23250889715717943,1.738208528641303,0.26727737819221487,3.7567316813054576,0.8452859197902252,1.9841376990032824,0.0,0.03869729001290038,5.012820630059386,0.23250889715717943,0.34643199302962613,0.0001,0.0001,0.01939827470631717,0.06340417782421355,0.05046586403941546,0.07967988770360535,0.13457798129884396,0.2152078994770818,0.28944954832177244,0.34670343852221774,7.789445107420745
