,ISD001,ISD002,ISD003,ISD004,ISD005,ISD006,ISD007,ISD008,ISD009,ISD010,ISD011
2017-01-01 00:00:00,1.3836913300358016e-10,0.008563086676517784,0.00012458340388074202,0.0013816998884101789,3.0000917663639365e-06,9.319223080055217e-06,8.751970544001593e-05,0.000815407877170546,6.66524483388655e-05,0.002642892868151573,0.09656465046364697
2017-01-01 00:05:00,1.6481487106484633e-09,0.025521081754420964,0.0004916698514827232,0.00715482610351598,1.75006616254322e-05,3.9999775771942813e-05,0.0004553733162599271,0.005871253943664746,0.00027734698642299194,0.01256789731420283,0.2640473005460754
2017-01-01 00:10:00,1.3342550233389378e-08,0.04060007589156095,0.001554999509967648,0.01482789761046291,3.232793639064873e-05,8.008894255101452e-05,0.0012232097125890959,0.0152082609719119,0.0005183394965629451,0.024151103081416967,0.3613786960498814
2017-01-01 00:15:00,9.462323027673464e-08,0.058763182298205804,0.0048732558857895346,0.02532780356506369,5.212938825059864e-05,0.00013321764130403818,0.00394346212413413,0.030727311198449708,0.0010952503160039761,0.03823479222791925,0.4342309874340076
2017-01-01 00:20:00,4.3174705478548345e-07,0.0783407742340193,0.010432716817971097,0.0372382717077432,7.452010203093815e-05,0.00018941782226437616,0.008980579478484551,0.050996026529342695,0.0020098896687486007,0.052365271910726145,0.5126771280011608
2017-01-01 00:25:00,1.4089422483223838e-06,0.09709268136446622,0.01762063223882378,0.048797972475953626,9.616085155472452e-05,0.00024782259064930293,0.01613621385290783,0.07274096565492322,0.0031399403215743656,0.06449020840043287,0.5762264979886815
2017-01-01 00:30:00,4.001417463141869e-06,0.11712765311813221,0.02720642514783419,0.06107926601520985,0.0,0.00031949521909668474,0.026642436274893988,0.09649759294714777,0.004597888509397358,0.07634050631622309,0.6297249857389069
2017-01-01 00:35:00,1.197943954093593e-05,0.14210769257751837,0.04186140108402624,0.004871029922484135,0.00033451684486285717,0.0004471343933997145,0.04692583348732833,0.11792233851050896,0.0067448589065327675,0.08992166120784868,0.6789184941407534
2017-01-01 00:40:00,2.9954500237669794e-05,0.16788380622028115,0.05986999836336661,0.0909857568520993,0.00017973669900249966,0.000791385887365236,0.08063449052837146,0.13792422837829996,0.00929269473642046,0.10301128118592481,0.7157536441111462
2017-01-01 00:45:00,6.248045248204539e-05,0.19137183660232757,0.0789907198146482,0.10405702635156792,0.0002061963867623001,0.0013934352909293918,0.121009899290759,0.163716797752855,0.011911360370122052,0.11438838376825598,0.7393712400317559
2017-01-01 00:50:00,0.0001432210010221267,0.08677916720664514,0.10762892588483756,0.12011041510589145,0.0002427868553510475,0.0026543494676899595,0.18497196475180633,0.19866414066020593,0.015630018857251647,0.11815967582829215,0.7626499653566765
2017-01-01 00:55:00,0.00029824007555217906,0.2520151772987417,0.1418950513119671,0.13619105010206348,0.00028158159258933084,0.0046222803354700245,0.26661006188654623,0.23763172344563466,0.019831091886288534,0.1425524860324779,0.7777063362417395
