,ISD001,ISD002,ISD003,ISD004,ISD005,ISD006,ISD007,ISD008,ISD009,ISD010,ISD011
2017-01-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:05:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:10:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:15:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:20:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:25:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:30:00,1.0,1.0,1.0,1.0,0.9819351966313763,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:35:00,1.0,1.0,1.0,0.9902374998100523,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:40:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:45:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:50:00,1.0,0.9811122543876543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986860746933826,1.0
2017-01-01 00:55:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:05:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:10:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:15:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9743311290979793,1.0
2017-01-01 01:20:00,1.0,0.9926576880904351,1.0,1.0,1.0,1.0,0.9967133577356916,1.0,1.0,1.0,0.9836356907555105
2017-01-01 01:25:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990412128310819,1.0
2017-01-01 01:30:00,1.0,0.9502423311295487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:35:00,1.0,1.0,1.0,1.0,1.0,1.0,0.9598210675961021,1.0,1.0,0.9992858871895988,1.0
2017-01-01 01:40:00,1.0,1.0,1.0,1.0,1.0,0.9550710715563109,0.9375912093953329,1.0,1.0,1.0,1.0
2017-01-01 01:45:00,1.0,1.0,1.0,1.0,1.0,0.9778587777695384,0.9276623278927869,1.0,1.0,1.0,1.0
2017-01-01 01:50:00,1.0,1.0,1.0,1.0,1.0,0.9747549673264858,0.9758389467257775,1.0,1.0,1.0,1.0
2017-01-01 01:55:00,1.0,1.0,1.0,1.0,1.0,1.0,0.9582656419784307,1.0,1.0,1.0,1.0
2017-01-01 02:00:00,1.0,0.9947610553097251,1.0,1.0,1.0,0.9960984324552091,0.949973718139897,1.0,1.0,1.0,1.0
2017-01-01 02:05:00,1.0,1.0,1.0,1.0,1.0,0.9830889133620406,0.992277638723409,1.0,1.0,1.0,1.0
2017-01-01 02:10:00,1.0,0.9644621577554771,1.0,1.0,1.0,1.0,0.9388009037387279,1.0,1.0,1.0,1.0
2017-01-01 02:15:00,1.0,0.9944450741921832,1.0,1.0,0.9921701345860818,0.9886588903899349,0.9402205936001358,1.0,1.0,1.0,1.0
2017-01-01 02:20:00,1.0,1.0,1.0,1.0,1.0,1.0,0.9458338766121346,1.0,1.0,1.0,1.0
2017-01-01 02:25:00,1.0,1.0,1.0,1.0,1.0,0.9900205186099362,1.0,1.0,1.0,1.0,1.0
2017-01-01 02:30:00,1.0,1.0,1.0,1.0,0.9938503139577929,0.9888658972525605,0.9446044749012842,1.0,1.0,0.9957012730157733,1.0
2017-01-01 02:35:00,1.0,1.0,1.0,1.0,1.0,1.0,0.9414277433450574,1.0,1.0,1.0,1.0
2017-01-01 02:40:00,1.0,1.0,1.0,1.0,1.0,0.9221364930008189,0.8636972880091748,1.0,1.0,1.0,1.0
2017-01-01 02:45:00,1.0,1.0,1.0,1.0,0.9684597434288036,0.9776259328148305,0.9710834633575159,1.0,1.0,1.0,1.0
2017-01-01 02:50:00,1.0,0.9841896939041905,1.0,1.0,0.9359154088000728,1.0,0.9075419779352532,1.0,1.0,1.0,1.0
2017-01-01 02:55:00,1.0,1.0,1.0,1.0,0.9767003074435402,0.9478683624177638,0.9354019056553989,1.0,1.0,1.0,1.0
2017-01-01 03:00:00,0.9853698397265302,1.0,1.0,1.0,0.9310536216382271,0.9596936029355922,0.967677892272061,1.0,1.0,1.0,1.0
2017-01-01 03:05:00,1.0,1.0,1.0,1.0,0.9803168536670631,0.9575120847192128,0.9588414328872149,1.0,1.0,0.8916582324749919,1.0
2017-01-01 03:10:00,1.0,1.0,1.0,1.0,0.9768917944894453,1.0,0.9690758446797506,1.0,0.9900756153577017,0.9821337293720397,1.0
2017-01-01 03:15:00,0.9989231438503219,1.0,1.0,1.0,0.9556913485361177,0.9682467043677059,0.9177219043339468,1.0,0.971142387598001,0.9329312630484576,1.0
2017-01-01 03:20:00,1.0,1.0,1.0,1.0,0.9824498969260794,0.9692592175272023,0.944994969060303,1.0,0.9765633005975046,0.9818722020647042,1.0
2017-01-01 03:25:00,1.0,0.9737695945942063,1.0,1.0,1.0,0.9859146670695637,0.9483488412395187,1.0,1.0,1.0,1.0
2017-01-01 03:30:00,1.0,0.9616507899687011,1.0,1.0,0.9581798204166448,0.9729270725837441,0.9847579206127243,1.0,0.9909262732659518,1.0,1.0
2017-01-01 03:35:00,1.0,1.0,0.986542489875623,1.0,0.9621821177702788,0.8615270629052707,0.9627017787310601,1.0,1.0,0.9954968933570545,1.0
