,ISD001,ISD002,ISD003,ISD004,ISD005,ISD006,ISD007,ISD008,ISD009,ISD010,ISD011
2017-01-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:05:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:10:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9441259455795045,1.0
2017-01-01 00:15:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:20:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:25:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:30:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:35:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:40:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 00:45:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9790966341968942,1.0
2017-01-01 00:50:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9596078019141213,1.0
2017-01-01 00:55:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:00:00,1.0,1.0,1.0,1.0,1.0,0.978027409456216,1.0,1.0,1.0,0.9750065956626361,1.0
2017-01-01 01:05:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9398167009227898,1.0
2017-01-01 01:10:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9622646129344956,1.0
2017-01-01 01:15:00,1.0,1.0,1.0,1.0,1.0,1.0,0.979425216712201,1.0,1.0,0.9816940566651398,1.0
2017-01-01 01:20:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:25:00,1.0,1.0,1.0,1.0,1.0,1.0,0.9495174313308119,1.0,1.0,1.0,1.0
2017-01-01 01:30:00,1.0,0.9854761200379368,1.0,1.0,1.0,1.0,0.9784746196580238,1.0,1.0,0.9803493022288153,1.0
2017-01-01 01:35:00,1.0,1.0,1.0,1.0,1.0,1.0,0.9720175377614387,1.0,1.0,1.0,1.0
2017-01-01 01:40:00,1.0,1.0,1.0,1.0,1.0,0.9787552465534314,1.0,1.0,1.0,1.0,1.0
2017-01-01 01:45:00,1.0,1.0,1.0,1.0,1.0,1.0,0.9627452838670812,1.0,1.0,0.9975395795393001,1.0
2017-01-01 01:50:00,1.0,1.0,1.0,1.0,1.0,1.0,0.9605467489388986,1.0,1.0,1.0,1.0
2017-01-01 01:55:00,1.0,1.0,1.0,1.0,1.0,0.9778988006708283,1.0,1.0,1.0,1.0,1.0
2017-01-01 02:00:00,1.0,1.0,1.0,1.0,1.0,1.0,0.989675944050047,1.0,1.0,0.9334239146347205,1.0
2017-01-01 02:05:00,1.0,1.0,1.0,0.9826375601198488,1.0,0.9394157505106263,0.9565234249905877,1.0,1.0,1.0,1.0
2017-01-01 02:10:00,1.0,0.948753052021846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9837353811405837,1.0
2017-01-01 02:15:00,1.0,1.0,1.0,1.0,1.0,0.9754696230454343,1.0,1.0,1.0,0.9761137301968479,1.0
2017-01-01 02:20:00,1.0,1.0,1.0,1.0,1.0,0.9628950942942587,1.0,1.0,1.0,0.9992942500920214,1.0
2017-01-01 02:25:00,1.0,1.0,1.0,1.0,1.0,0.9862245854262593,1.0,1.0,1.0,1.0,1.0
2017-01-01 02:30:00,1.0,1.0,1.0,1.0,0.9940406664710189,0.9576369739496707,1.0,1.0,1.0,0.982941482312514,1.0
2017-01-01 02:35:00,0.9939454367379846,1.0,1.0,1.0,1.0,0.9408464927887594,0.9787293666946844,1.0,1.0,1.0,1.0
2017-01-01 02:40:00,1.0,0.9750278950119552,1.0,1.0,0.9722274096499267,0.9920237830597466,0.9119533240051845,1.0,1.0,0.964392008365693,1.0
2017-01-01 02:45:00,1.0,1.0,1.0,1.0,0.9802038028379972,0.9519593978881704,0.9633569757308857,1.0,1.0,0.9535901118463662,1.0
2017-01-01 02:50:00,1.0,0.9603758732150351,1.0,1.0,0.937754792895966,0.9914208757447893,1.0,1.0,1.0,1.0,1.0
2017-01-01 02:55:00,1.0,1.0,1.0,1.0,1.0,0.93829388280539,0.9289843848909263,1.0,1.0,1.0,1.0
2017-01-01 03:00:00,1.0,0.9875119930891104,1.0,1.0,1.0,0.972276616347672,0.9244500868074699,1.0,1.0,0.9389696488678396,1.0
2017-01-01 03:05:00,1.0,0.947108804376987,1.0,1.0,0.954340847561672,0.9496954254580778,0.9897676207864762,1.0,1.0,1.0,0.9925276677113569
2017-01-01 03:10:00,1.0,1.0,1.0,1.0,0.912722717043785,0.9264661230620368,0.9617683887649042,1.0,1.0,0.9596510907585554,1.0
2017-01-01 03:15:00,1.0,0.9515054299364938,1.0,1.0,0.9778910441137803,0.9637179383081259,0.946564697464698,1.0,1.0,1.0,1.0
2017-01-01 03:20:00,0.9904101858060412,0.9489848151323994,1.0,1.0,0.9341354548554947,0.9571669252022762,0.9332308111984353,1.0,1.0,0.952776311925828,1.0
2017-01-01 03:25:00,1.0,1.0,1.0,0.9787201894913994,0.9603327027481785,0.9212585688785634,0.9338331491247444,1.0,1.0,1.0,1.0
2017-01-01 03:30:00,1.0,0.9789483633457954,1.0,1.0,0.9507044801522435,0.9493656419604253,0.9621867739255577,1.0,1.0,1.0,1.0
2017-01-01 03:35:00,1.0,0.9160820297241375,1.0,1.0,0.927194582674988,0.9208219731327278,0.9208657814520405,1.0,0.9906250650808975,0.9787678212364114,1.0
